NAICS  Code,Kind of Business,Jan. 2002,Feb. 2002,Mar. 2002,Apr. 2002,May 2002,Jun. 2002,Jul. 2002,Aug. 2002,Sep. 2002,Oct. 2002,Nov. 2002,Dec. 2002
442299,All other home furnishings stores,"1,534","1,471","1,662","1,556","1,801","1,667","1,803","1,984","1,720","1,899","2,420","3,380"
443,Electronics and appliance stores,"7,193","6,825","7,252","6,512","7,056","7,089","7,045","7,550","6,775","6,950","8,352","12,609"
443141,Household appliance stores,"1,085","1,036","1,152","1,160","1,194","1,209","1,285","1,204","1,111","1,157","1,228","1,384"
443142,Electronics stores,"6,108","5,789","6,100","5,352","5,862","5,880","5,760","6,346","5,664","5,793","7,124","11,225"
444,Building mat. and garden equip. and supplies dealers,"16,519","15,999","19,179","24,464","25,657","23,283","22,545","21,540","20,167","21,694","19,520","17,972"
4441,Building mat. and supplies dealers,"14,957","14,458","16,873","20,038","20,917","19,357","19,721","19,365","18,240","19,474","17,593","16,191"
44412,Paint and wallpaper stores,566,553,631,709,760,737,790,788,705,744,597,516
44413,Hardware stores,"1,154","1,094","1,292","1,534","1,685","1,600","1,555","1,467","1,322","1,403","1,398","1,458"
445,Food and beverage stores,"37,662","35,215","39,485","36,629","40,390","38,715","39,773","39,918","37,068","38,461","39,501","42,039"
4451,Grocery stores,"34,533","32,024","35,863","33,190","36,478","34,933","35,885","36,025","33,610","34,885","35,649","36,738"
44511,Supermarkets and other grocery (except convenience) stores,"32,836","30,391","34,034","31,360","34,485","32,932","33,849","34,044","31,689","32,973","33,812","34,867"
4453,"Beer, wine, and liquor stores","2,114","2,109","2,366","2,300","2,569","2,486","2,568","2,595","2,297","2,401","2,601","3,488"
446,Health and personal care stores,"14,467","13,995","15,040","14,865","15,395","14,424","14,884","15,060","14,432","15,298","14,934","17,189"
44611,Pharmacies and drug stores,"12,471","11,952","12,802","12,627","13,143","12,303","12,644","12,784","12,393","13,143","12,901","14,773"
447,Gasoline stations,"17,504","16,704","19,833","21,106","22,228","21,666","22,981","23,131","21,378","22,265","20,887","20,936"
448,Clothing and clothing access. stores,"10,344","11,730","13,977","13,195","14,150","13,210","12,873","15,113","12,445","14,006","15,911","25,350"
4481,Clothing stores,"7,468","7,971","10,178","9,517","9,882","9,530","9,338","10,804","9,139","10,461","11,703","16,843"
44811,Men's clothing stores,540,534,657,632,665,650,592,695,604,669,761,"1,113"
44812,Women's clothing stores,"1,987","2,159","2,779","2,680","2,755","2,478","2,260","2,538","2,373","2,531","2,740","3,966"
44814,Family clothing stores,"3,594","3,849","5,054","4,725","4,980","4,952","5,033","5,841","4,700","5,638","6,529","9,394"
44819,Other clothing stores,677,653,749,673,700,710,640,673,624,728,751,"1,188"
4482,Shoe stores,"1,463","1,655","2,073","1,943","2,026","1,899","1,869","2,440","1,694","1,778","1,880","2,481"
44831,Jewelry stores,"1,294","1,989","1,600","1,614","2,105","1,655","1,542","1,733","1,492","1,651","2,193","5,770"
451,"Sporting goods, hobby, musical instrument, and book stores","5,394","4,483","5,214","4,958","5,215","5,194","5,150","6,184","5,419","5,173","6,697","10,131"
45111,Sporting goods stores,"1,739","1,763","2,167","2,157","2,141","2,276","2,177","2,384","1,998","1,897","2,133","3,387"
45112,"Hobby, toy, and game stores",896,966,"1,186","1,014","1,078","1,065","1,103","1,087","1,048","1,347","2,468","3,651"
451211,Book stores,"1,971","1,000","1,008",966,"1,116","1,045","1,038","1,797","1,490",997,"1,059","1,950"
452,General merchandise stores,"30,066","30,877","35,941","34,282","37,336","36,269","34,750","37,482","33,120","36,322","42,500","57,575"
4521,Department stores,"14,536","15,102","17,916","17,156","18,339","17,449","16,449","18,307","15,831","17,523","21,076","31,059"
452111,Department stores(excl. discount department stores),"5,314","5,701","6,940","6,539","7,030","6,540","6,080","7,020","6,186","6,815","8,650","14,042"
452112,Discount dept. stores,"9,222","9,401","10,976","10,617","11,309","10,909","10,369","11,287","9,645","10,708","12,426","17,017"
4529,Other general merchandise stores,"15,530",15775,18025,"17,126","18,997","18,820","18,301","19,175","17,289","18,799","21,424","26,516"
45291,Warehouse clubs and superstores,"13,164","13,396","15,287","14,467","16,085","16,024","15,619","16,358","14,713","15,895","18,153","22,091"
45299,All other gen. merchandise stores,"2,366","2,379","2,738","2,659","2,912","2,796","2,682","2,817","2,576","2,904","3,271","4,425"
453,Miscellaneous store retailers,"7,782","7,905","7,974","8,079","8,965","8,326","8,407","9,083","8,222","8,743","8,434","10,863"
4532,"Office supplies, stationery, and gift stores","3,096","3,037","2,955","2,820","3,051","2,778","2,945","3,516","3,086","3,296","3,365","5,080"
45321,Office supplies and stationery stores,"2,042","1,734","1,722","1,616","1,567","1,403","1,531","2,012","1,778","1,764","1,701","2,091"
45322,"Gift, novelty, and souvenir stores","1,054","1,303","1,233","1,204","1,484","1,375","1,414","1,504","1,308","1,532","1,664","2,989"
45330,Used merchandise stores,870,793,812,782,749,765,783,811,742,761,753,879
454,Nonstore retailers,"15,901","14,323","15,690","15,105","15,145","13,640","14,308","14,867","14,718","16,845","17,574","21,163"
4541,Electronic shopping and mail-order houses,"9,912","8,925","9,670","9,684","9,713","8,969","9,478","9,845","9,678","10,738","11,412","14,190"
45431,Fuel dealers,"2,826","2,303","2,197","1,746","1,571","1,306","1,399","1,510","1,599","2,083","2,314","3,127"
722,Food services and drinking places,"25,052","25,002","28,128","27,390","28,720","28,469","28,638","29,540","26,839","27,595","26,967","28,185"
7224,Drinking places,"1,289","1,274","1,430","1,343","1,405","1,372","1,426","1,431","1,297","1,349","1,347","1,367"
7225,Restaurants and other eating places,"21,704","21,637","24,344","23,605","24,811","24,606","24,997","25,724","22,920","23,567","23,141","24,436"
722511,Full service restaurants,"11,462","11,355","12,630","12,076","12,790","12,620","12,810","13,294","11,694","12,084","11,964","12,758"
"722513, 722514, 722515",Limited service eating places,"10,242","10,282","11,714","11,529","12,021","11,986","12,187","12,430","11,226","11,483","11,177","11,678"
