NAICS  Code,Kind of Business,Jan. 2009,Feb. 2009,Mar. 2009,Apr. 2009,May 2009,Jun. 2009,Jul. 2009,Aug. 2009,Sep. 2009,Oct. 2009,Nov. 2009,Dec. 2009
446,Health and personal care stores,"20,691","19,840","21,535","21,059","21,079","20,971","20,838","20,585","20,615","21,342","20,607","23,632"
44611,Pharmacies and drug stores,"17,741","17,028","18,501","18,226","18,146","17,944","17,957","17,604","17,770","18,492","17,784","20,067"
447,Gasoline stations,"26,541","25,620","28,450","29,437","32,958","35,945","36,339","36,980","34,348","35,025","34,342","35,249"
448,Clothing and clothing access. stores,"13,387","14,684","15,563","16,337","17,264","15,434","16,007","17,656","15,630","17,053","18,332","27,128"
4481,Clothing stores,"10,122","10,514","11,758","12,320","12,752","11,535","12,045","12,967","11,762","13,022","13,840","18,733"
44811,Men's clothing stores,524,496,542,669,650,607,575,551,579,610,620,930
44812,Women's clothing stores,"2,285","2,424","2,953","3,264","3,280","2,894","2,716","2,942","2,939","3,095","3,189","4,074"
44814,Family clothing stores,"5,332","5,621","6,092","6,246","6,526","5,990","6,586","7,185","6,067","7,031","7,670","10,578"
44819,Other clothing stores,936,859,921,914,989,932,901,865,819,914,955,"1,351"
4482,Shoe stores,"1,682","1,945","2,056","2,141","2,116","1,903","2,050","2,715","1,972","2,064","2,100","2,902"
44831,Jewelry stores,"1,472","2,110","1,621","1,755","2,241","1,832","1,754","1,824","1,766","1,827","2,236","5,260"
451,"Sporting goods, hobby, musical instrument, and book stores","6,428","5,071","5,718","5,693","5,982","6,130","6,029","7,503","6,205","5,594","6,496","10,829"
45111,Sporting goods stores,"2,442","2,347","2,894","2,959","3,119","3,290","3,209","3,418","2,779","2,571","2,788","4,758"
45112,"Hobby, toy, and game stores","1,034","1,012","1,099","1,089","1,068","1,025","1,062","1,011","1,067","1,200","1,850","3,013"
451211,Book stores,"2,189",970,945,913,"1,053","1,040","1,038","2,296","1,522",960,965,"1,911"
452,General merchandise stores,"43,461","43,283","46,336","46,602","50,065","47,088","47,096","48,826","44,201","48,508","53,487","69,965"
4521,Department stores,"12,651","12,869","14,058","14,575","15,380","14,202","14,171","15,338","13,506","14,973","18,276","26,584"
452111,Department stores(excl. discount department stores),"3,988","4,313","4,655","4,976","5,242","4,647","4,537","4,994","4,628","5,100","6,432","9,828"
452112,Discount dept. stores,"8,663","8,556","9,403","9,599","10,138","9,555","9,634","10,344","8,878","9,873","11,844","16,756"
4529,Other general merchandise stores,"30,810",30414,32278,"32,027","34,685","32,886","32,925","33,488","30,695","33,535","35,211","43,381"
45291,Warehouse clubs and superstores,"27,629","26,999","28,551","28,168","30,580","29,009","29,108","29,741","26,931","29,427","30,786","37,600"
45299,All other gen. merchandise stores,"3,181","3,415","3,727","3,859","4,105","3,877","3,817","3,747","3,764","4,108","4,425","5,781"
453,Miscellaneous store retailers,"7,624","7,784","8,238","8,258","8,883","8,870","8,486","8,374","8,396","8,705","8,070","10,057"
4532,"Office supplies, stationery, and gift stores","2,872","2,656","2,614","2,573","2,810","2,659","2,747","3,079","2,922","3,042","2,719","3,785"
45321,Office supplies and stationery stores,"1,924","1,607","1,600","1,449","1,421","1,405","1,469","1,903","1,745","1,558","1,480","1,836"
45322,"Gift, novelty, and souvenir stores",948,"1,049","1,014","1,124","1,389","1,254","1,278","1,176","1,177","1,484","1,239","1,949"
45330,Used merchandise stores,805,894,971,927,860,860,874,892,925,983,903,978
454,Nonstore retailers,"25,870","23,790","25,357","23,758","23,130","24,285","24,096","24,023","24,817","26,181","28,365","37,480"
4541,Electronic shopping and mail-order houses,"18,178","16,779","18,458","17,894","17,773","18,638","18,569","18,697","19,164","19,739","22,000","29,736"
45431,Fuel dealers,"4,584","3,707","3,270","2,310","1,895","1,970","1,843","1,868","2,067","2,694","3,002","4,249"
722,Food services and drinking places,"36,190","34,947","38,458","37,813","40,247","38,355","39,224","38,887","36,575","38,250","35,513","37,546"
7224,Drinking places,"1,593","1,522","1,764","1,665","1,750","1,728","1,782","1,678","1,605","1,692","1,559","1,628"
7225,Restaurants and other eating places,"31,486","30,307","33,287","32,410","34,642","33,019","33,932","33,681","30,801","32,351","30,383","32,427"
722511,Full service restaurants,"16,166","15,371","16,789","16,076","17,294","16,248","16,704","16,634","15,219","16,098","14,959","16,289"
"722513, 722514, 722515",Limited service eating places,"15,320","14,936","16,498","16,334","17,348","16,771","17,228","17,047","15,582","16,253","15,424","16,138"
