NAICS  Code,Kind of Business,Jan. 2005,Feb. 2005,Mar. 2005,Apr. 2005,May 2005,Jun. 2005,Jul. 2005,Aug. 2005,Sep. 2005,Oct. 2005,Nov. 2005,Dec. 2005
444,Building mat. and garden equip. and supplies dealers,"20,056","19,965","26,297","29,822","31,644","30,931","27,368","28,332","27,402","27,708","26,720","24,557"
4441,Building mat. and supplies dealers,"18,474","18,255","23,435","25,194","26,549","26,863","24,677","25,872","25,192","25,244","24,435","22,414"
44412,Paint and wallpaper stores,611,612,777,847,917,962,887,910,902,886,810,721
44413,Hardware stores,"1,247","1,173","1,445","1,691","1,805","1,776","1,615","1,613","1,575","1,632","1,606","1,703"
445,Food and beverage stores,"40,592","37,829","42,159","40,917","42,964","42,445","43,688","42,816","41,985","42,420","42,710","47,959"
4451,Grocery stores,"37,176","34,286","38,210","36,908","38,742","38,219","39,289","38,627","37,844","38,251","38,354","41,761"
44511,Supermarkets and other grocery (except convenience) stores,"35,458","32,674","36,393","35,083","36,840","36,341","37,333","36,647","35,859","36,322","36,619","39,954"
4453,"Beer, wine, and liquor stores","2,219","2,316","2,530","2,640","2,709","2,783","2,924","2,791","2,784","2,801","2,933","4,137"
446,Health and personal care stores,"16,859","16,445","18,056","17,107","17,639","17,201","17,018","17,618","17,105","17,387","17,466","20,184"
44611,Pharmacies and drug stores,"14,416","14,022","15,399","14,583","15,105","14,682","14,501","15,013","14,615","14,846","14,885","17,103"
447,Gasoline stations,"25,566","24,982","29,380","30,549","31,151","31,862","33,888","36,204","36,260","36,557","31,260","31,264"
448,Clothing and clothing access. stores,"12,046","13,878","15,727","15,708","15,989","15,559","15,218","16,697","14,960","16,509","18,402","30,276"
4481,Clothing stores,"8,932","9,501","11,744","11,544","11,502","11,479","11,267","12,148","11,142","12,387","13,649","20,280"
44811,Men's clothing stores,575,576,699,672,698,719,646,740,634,717,809,"1,252"
44812,Women's clothing stores,"2,338","2,453","3,105","3,177","3,164","3,045","2,741","2,871","2,963","3,120","3,342","4,756"
44814,Family clothing stores,"4,425","4,903","6,098","5,977","5,962","5,963","6,135","6,591","5,770","6,634","7,547","11,287"
44819,Other clothing stores,808,704,798,749,766,836,761,839,748,842,830,"1,463"
4482,Shoe stores,"1,539","1,838","2,073","2,117","2,079","1,975","2,053","2,462","1,935","2,105","2,140","2,947"
44831,Jewelry stores,"1,469","2,412","1,786","1,924","2,261","1,968","1,767","1,954","1,756","1,892","2,471","6,761"
451,"Sporting goods, hobby, musical instrument, and book stores","5,839","4,902","5,560","5,490","5,534","5,669","5,777","6,989","5,841","5,548","6,803","11,276"
45111,Sporting goods stores,"1,956","1,976","2,408","2,539","2,493","2,655","2,652","2,788","2,338","2,246","2,492","4,170"
45112,"Hobby, toy, and game stores",950,980,"1,173","1,098","1,061","1,049","1,077","1,028","1,019","1,229","2,120","3,471"
451211,Book stores,"2,076","1,086","1,101",997,"1,120","1,154","1,214","2,218","1,554","1,064","1,151","2,257"
452,General merchandise stores,"36,247","37,137","41,217","41,008","42,932","42,933","42,335","43,077","40,281","44,135","49,757","67,326"
4521,Department stores,"14,218","14,943","16,601","16,666","16,947","17,150","16,323","17,199","15,506","17,456","21,171","31,086"
452111,Department stores(excl. discount department stores),"5,217","5,870","6,390","6,549","6,648","6,591","6,005","6,601","6,118","6,712","8,414","13,636"
452112,Discount dept. stores,"9,001","9,073","10,211","10,117","10,299","10,559","10,318","10,598","9,388","10,744","12,757","17,450"
4529,Other general merchandise stores,"22,029",22194,24616,"24,342","25,985","25,783","26,012","25,878","24,775","26,679","28,586","36,240"
45291,Warehouse clubs and superstores,"19,398","19,287","21,338","21,125","22,547","22,390","22,775","22,626","21,571","23,246","24,745","30,872"
45299,All other gen. merchandise stores,"2,631","2,907","3,278","3,217","3,438","3,393","3,237","3,252","3,204","3,433","3,841","5,368"
453,Miscellaneous store retailers,"7,863","8,062","8,557","8,299","9,340","8,980","8,623","9,170","8,944","8,953","9,216","11,272"
4532,"Office supplies, stationery, and gift stores","2,958","3,021","3,063","2,863","3,121","3,033","3,064","3,631","3,320","3,238","3,459","5,004"
45321,Office supplies and stationery stores,"1,980","1,823","1,920","1,658","1,742","1,606","1,603","2,159","1,989","1,725","1,776","2,181"
45322,"Gift, novelty, and souvenir stores",978,"1,198","1,143","1,205","1,379","1,427","1,461","1,472","1,331","1,513","1,683","2,823"
45330,Used merchandise stores,782,713,774,726,745,736,729,757,767,837,889,865
454,Nonstore retailers,"20,592","19,305","21,725","19,491","19,173","19,232","18,094","20,891","20,821","22,077","24,299","29,879"
4541,Electronic shopping and mail-order houses,"13,209","12,317","14,154","13,352","13,639","13,634","13,107","14,910","14,318","15,022","16,922","21,316"
45431,Fuel dealers,"4,004","3,471","3,540","2,308","1,995","1,948","1,858","2,300","2,588","2,791","3,129","4,379"
722,Food services and drinking places,"29,792","29,742","32,757","33,578","34,056","33,570","34,940","34,292","32,850","33,921","32,083","34,882"
7224,Drinking places,"1,381","1,356","1,488","1,522","1,501","1,475","1,576","1,571","1,568","1,564","1,482","1,569"
7225,Restaurants and other eating places,"25,914","25,934","28,566","28,911","29,547","29,239","30,593","29,898","27,866","28,912","27,582","30,191"
722511,Full service restaurants,"13,373","13,443","14,562","14,573","14,894","14,641","15,333","15,074","14,114","14,686","13,906","15,520"
"722513, 722514, 722515",Limited service eating places,"12,541","12,491","14,004","14,338","14,653","14,598","15,260","14,824","13,752","14,226","13,676","14,671"
