NAICS  Code,Kind of Business,Jan. 2014,Feb. 2014,Mar. 2014,Apr. 2014,May 2014,Jun. 2014,Jul. 2014,Aug. 2014,Sep. 2014,Oct. 2014,Nov. 2014,Dec. 2014
44611,Pharmacies and drug stores,"20,634","19,140","20,488","20,621","21,069","20,421","20,910","20,631","20,699","21,676","20,211","24,046"
447,Gasoline stations,"42,140","40,169","45,803","46,741","49,976","48,014","49,143","48,672","45,486","45,437","40,213","36,996"
448,Clothing and clothing access. stores,"15,179","17,507","20,070","20,322","21,568","18,947","19,828","21,993","18,646","20,220","23,491","32,638"
4481,Clothing stores,"11,082","12,100","14,863","15,012","15,652","14,047","14,699","15,924","13,911","15,248","17,856","22,731"
44811,Men's clothing stores,573,636,702,785,801,702,655,692,694,757,803,"1,070"
44812,Women's clothing stores,"2,469","2,823","3,548","3,603","3,774","3,183","3,178","3,455","3,247","3,484","3,859","4,952"
44814,Family clothing stores,"5,704","6,257","7,793","7,929","8,287","7,496","8,143","8,566","7,452","8,324","9,906","12,344"
44819,Other clothing stores,"1,172","1,123","1,293","1,196","1,257","1,262","1,175","1,337","1,056","1,153","1,468","1,967"
4482,Shoe stores,"1,994","2,583","2,849","2,810","2,794","2,493","2,762","3,589","2,454","2,553","2,838","3,732"
44831,Jewelry stores,"1,904","2,615","2,162","2,309","2,878","2,210","2,175","2,283","2,090","2,229","2,591","5,766"
451,"Sporting goods, hobby, musical instrument, and book stores","5,953","5,355","6,259","6,210","6,464","6,487","6,523","8,121","6,686","6,441","7,646","11,642"
45111,Sporting goods stores,"2,700","2,779","3,522","3,488","3,647","3,897","3,806","4,345","3,486","3,403","3,865","5,785"
45112,"Hobby, toy, and game stores","1,019","1,090","1,220","1,202","1,175","1,086","1,184","1,187","1,252","1,356","2,137","3,501"
451211,Book stores,"1,482",729,683,681,792,700,704,"1,700","1,068",726,728,"1,332"
452,General merchandise stores,"47,308","48,873","53,962","52,793","56,912","53,888","53,667","57,077","50,700","54,676","61,913","75,394"
4521,Department stores,"10,581","11,587","13,228","13,061","13,977","12,963","12,675","14,116","12,109","13,144","16,793","23,834"
452111,Department stores(excl. discount department stores),"3,467","4,079","4,660","4,662","5,037","4,518","4,235","4,726","4,299","4,650","6,394","9,816"
452112,Discount dept. stores,"7,114","7,508","8,568","8,399","8,940","8,445","8,440","9,390","7,810","8,494","10,399","14,018"
4529,Other general merchandise stores,"36,727",37286,40734,"39,732","42,935","40,925","40,992","42,961","38,591","41,532","45,120","51,560"
45291,Warehouse clubs and superstores,"32,183","32,406","35,552","34,416","37,221","35,519","35,580","37,582","33,449","35,927","39,236","44,232"
45299,All other gen. merchandise stores,"4,544","4,880","5,182","5,316","5,714","5,406","5,412","5,379","5,142","5,605","5,884","7,328"
453,Miscellaneous store retailers,"8,137","8,221","8,976","9,027","10,592","9,750","9,914","10,179","9,730","10,555","9,611","11,186"
4532,"Office supplies, stationery, and gift stores","2,471","2,391","2,440","2,423","2,533","2,390","2,685","3,148","2,744","3,218","2,508","3,469"
45321,Office supplies and stationery stores,"1,489","1,292","1,351","1,263","1,205","1,093","1,255","1,699","1,392","1,248","1,163","1,389"
45322,"Gift, novelty, and souvenir stores",982,"1,099","1,089","1,160","1,328","1,297","1,430","1,449","1,352","1,970","1,345","2,080"
45330,Used merchandise stores,"1,121","1,169","1,352","1,345","1,373","1,325","1,430","1,456","1,400","1,523","1,356","1,343"
454,Nonstore retailers,"37,657","35,092","37,905","36,357","36,422","35,784","36,520","36,537","37,288","39,643","43,399","58,263"
4541,Electronic shopping and mail-order houses,"27,869","26,138","29,580","29,596","30,087","30,004","30,707","30,763","31,281","32,870","36,542","50,628"
45431,Fuel dealers,"6,405","5,644","4,701","2,971","2,215","1,894","1,922","1,942","2,176","2,694","3,166","3,860"
722,Food services and drinking places,"42,932","42,890","49,410","47,708","51,054","47,895","48,690","50,086","47,070","50,135","47,614","50,732"
7224,Drinking places,"1,665","1,649","1,922","1,757","1,923","1,782","1,772","1,853","1,763","1,913","1,776","1,830"
7225,Restaurants and other eating places,"37,554","37,313","43,184","41,431","44,362","42,064","42,919","43,987","40,333","42,980","41,230","44,545"
722511,Full service restaurants,"19,484","19,526","22,320","20,786","22,397","20,740","21,091","21,907","19,917","21,302","20,801","22,985"
"722513, 722514, 722515",Limited service eating places,"18,070","17,787","20,864","20,645","21,965","21,324","21,828","22,080","20,416","21,678","20,429","21,560"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
