NAICS  Code,Kind of Business,Jan. 2008,Feb. 2008,Mar. 2008,Apr. 2008,May 2008,Jun. 2008,Jul. 2008,Aug. 2008,Sep. 2008,Oct. 2008,Nov. 2008,Dec. 2008
4421,Furniture stores,"4,597","4,658","4,701","4,406","4,714","4,262","4,425","4,630","4,100","3,982","4,096","4,137"
4422,Home furnishings stores,"3,566","3,446","3,680","3,623","3,890","3,855","4,070","3,826","3,576","3,730","4,025","4,725"
44221,Floor covering stores,"1,475","1,472","1,615","1,594","1,708","1,673","1,741","1,627","1,593","1,602","1,380","1,284"
442299,All other home furnishings stores,"1,964","1,839","1,932","1,888","2,050","2,054","2,181","2,070","1,856","2,001","2,526","3,335"
443,Electronics and appliance stores,"8,680","8,709","8,529","7,958","8,834","8,635","8,807","9,017","8,047","7,789","9,934","13,445"
443141,Household appliance stores,"1,316","1,362","1,369","1,392","1,468","1,493","1,491","1,413","1,338","1,334","1,440","1,572"
443142,Electronics stores,"7,364","7,347","7,160","6,566","7,366","7,142","7,316","7,604","6,709","6,455","8,494","11,873"
444,Building mat. and garden equip. and supplies dealers,"20,551","20,311","23,894","28,686","31,911","29,255","28,610","25,409","25,079","25,728","21,708","20,691"
4441,Building mat. and supplies dealers,"18,677","18,247","20,722","24,370","26,291","24,818","25,033","22,746","22,364","22,797","18,968","18,049"
44412,Paint and wallpaper stores,674,664,749,825,890,885,957,901,845,838,622,565
44413,Hardware stores,"1,416","1,335","1,531","1,794","2,067","1,951","1,780","1,681","1,593","1,675","1,592","1,657"
445,Food and beverage stores,"45,794","44,062","47,064","45,386","49,605","47,134","49,156","49,035","46,028","47,737","47,675","50,600"
4451,Grocery stores,"41,864","39,915","42,590","40,966","44,549","42,299","44,057","44,010","41,378","42,811","42,751","44,032"
44511,Supermarkets and other grocery (except convenience) stores,"40,060","38,147","40,692","39,083","42,481","40,261","41,942","41,935","39,465","41,013","41,088","42,373"
4453,"Beer, wine, and liquor stores","2,675","2,806","2,989","2,997","3,420","3,279","3,517","3,472","3,151","3,351","3,386","4,461"
446,Health and personal care stores,"20,200","20,056","20,755","20,051","20,906","20,046","20,434","20,249","19,993","20,886","19,833","23,164"
44611,Pharmacies and drug stores,"17,449","17,201","17,719","17,143","17,871","17,038","17,413","17,200","17,176","18,019","16,975","19,653"
447,Gasoline stations,"38,690","37,616","42,226","43,663","48,512","50,085","51,728","49,068","45,182","40,625","29,869","26,375"
448,Clothing and clothing access. stores,"14,173","15,876","17,770","17,103","19,084","17,007","17,369","19,041","15,882","16,796","18,756","26,726"
4481,Clothing stores,"10,478","11,092","13,223","12,671","13,804","12,577","12,814","13,753","11,890","12,580","14,156","18,664"
44811,Men's clothing stores,609,586,681,710,757,715,622,655,635,664,708,"1,009"
44812,Women's clothing stores,"2,519","2,763","3,392","3,439","3,603","3,149","2,972","3,144","3,064","3,071","3,242","4,044"
44814,Family clothing stores,"5,240","5,603","6,583","6,289","7,056","6,469","7,001","7,528","6,056","6,620","7,809","10,545"
44819,Other clothing stores,967,911,"1,004",940,"1,016","1,034",916,878,841,918,966,"1,373"
4482,Shoe stores,"1,772","2,037","2,317","2,242","2,394","2,112","2,226","2,897","1,953","2,068","2,175","2,782"
44831,Jewelry stores,"1,797","2,609","2,074","2,044","2,715","2,159","2,163","2,223","1,910","1,997","2,253","5,049"
451,"Sporting goods, hobby, musical instrument, and book stores","6,532","5,495","6,107","5,910","6,463","6,363","6,371","7,964","6,183","5,616","6,746","10,811"
45111,Sporting goods stores,"2,315","2,415","2,995","2,984","3,276","3,408","3,308","3,543","2,725","2,482","2,796","4,530"
45112,"Hobby, toy, and game stores","1,045","1,078","1,185","1,082","1,132","1,045","1,100","1,067","1,063","1,221","1,964","3,125"
451211,Book stores,"2,300","1,157","1,026","1,004","1,158","1,073","1,121","2,425","1,471","1,024","1,034","2,008"
452,General merchandise stores,"42,183","44,263","47,998","45,611","51,467","49,318","48,330","50,320","44,101","47,601","54,571","69,278"
4521,Department stores,"13,214","14,291","15,765","14,947","16,640","15,883","15,142","16,425","13,868","15,392","19,420","27,249"
452111,Department stores(excl. discount department stores),"4,558","5,150","5,612","5,487","5,996","5,469","5,169","5,669","4,891","5,382","7,223","10,543"
452112,Discount dept. stores,"8,656","9,141","10,153","9,460","10,644","10,414","9,973","10,756","8,977","10,010","12,197","16,706"
4529,Other general merchandise stores,"28,969",29972,32233,"30,664","34,827","33,435","33,188","33,895","30,233","32,209","35,151","42,029"
45291,Warehouse clubs and superstores,"25,762","26,608","28,604","27,093","30,816","29,662","29,443","30,242","26,792","28,431","31,057","36,716"
45299,All other gen. merchandise stores,"3,207","3,364","3,629","3,571","4,011","3,773","3,745","3,653","3,441","3,778","4,094","5,313"
453,Miscellaneous store retailers,"9,094","8,730","8,777","8,793","10,034","9,507","9,699","9,314","9,039","9,241","8,306","10,154"
4532,"Office supplies, stationery, and gift stores","3,213","3,092","2,976","2,851","3,138","2,906","3,124","3,538","3,072","3,136","2,885","4,156"
45321,Office supplies and stationery stores,"2,115","1,854","1,742","1,685","1,640","1,495","1,726","2,182","1,839","1,581","1,504","1,909"
45322,"Gift, novelty, and souvenir stores","1,098","1,238","1,234","1,166","1,498","1,411","1,398","1,356","1,233","1,555","1,381","2,247"
45330,Used merchandise stores,866,893,938,943,987,936,910,947,962,962,949,949
454,Nonstore retailers,"27,673","25,919","26,301","26,076","25,730","24,896","25,482","24,894","25,609","26,665","25,853","34,054"
4541,Electronic shopping and mail-order houses,"18,651","17,399","17,984","18,676","18,621","18,128","18,591","18,127","18,547","19,067","18,998","26,453"
45431,Fuel dealers,"5,377","4,899","4,460","3,486","3,074","2,803","2,878","2,731","3,060","3,528","3,314","3,965"
722,Food services and drinking places,"35,063","35,722","38,491","37,918","40,679","38,716","39,568","40,419","37,234","38,425","36,307","37,723"
7224,Drinking places,"1,497","1,528","1,709","1,655","1,742","1,696","1,883","1,839","1,675","1,711","1,619","1,676"
7225,Restaurants and other eating places,"30,334","30,854","33,274","32,299","34,833","33,284","34,081","34,746","31,019","32,543","31,117","32,664"
722511,Full service restaurants,"15,506","15,862","17,102","16,289","17,706","16,704","16,957","17,422","15,356","15,973","15,532","16,644"
"722513, 722514, 722515",Limited service eating places,"14,828","14,992","16,172","16,010","17,127","16,580","17,124","17,324","15,663","16,570","15,585","16,020"
