NAICS  Code,Kind of Business,Jan. 2013,Feb. 2013,Mar. 2013,Apr. 2013,May 2013,Jun. 2013,Jul. 2013,Aug. 2013,Sep. 2013,Oct. 2013,Nov. 2013,Dec. 2013
452111,Department stores(excl. discount department stores),"3,741","4,127","4,803","4,548","5,015","4,562","4,123","4,690","4,446","4,688","6,254","9,619"
452112,Discount dept. stores,"7,558","7,902","9,102","7,996","8,998","8,747","8,451","9,427","8,035","8,602","10,604","14,156"
4529,Other general merchandise stores,"35,304",36455,40723,"37,485","40,840","39,936","39,366","41,087","37,407","39,612","43,489","49,976"
45291,Warehouse clubs and superstores,"31,019","31,871","35,592","32,627","35,412","34,790","34,331","35,973","32,533","34,307","37,852","43,058"
45299,All other gen. merchandise stores,"4,285","4,584","5,131","4,858","5,428","5,146","5,035","5,114","4,874","5,305","5,637","6,918"
453,Miscellaneous store retailers,"8,080","8,173","8,917","8,930","10,343","9,290","9,390","9,901","9,302","10,075","9,512","10,499"
4532,"Office supplies, stationery, and gift stores","2,491","2,414","2,523","2,455","2,692","2,496","2,772","3,254","2,725","3,135","2,705","3,310"
45321,Office supplies and stationery stores,"1,546","1,371","1,367","1,307","1,263","1,158","1,298","1,796","1,430","1,314","1,320","1,471"
45322,"Gift, novelty, and souvenir stores",945,"1,043","1,156","1,148","1,429","1,338","1,474","1,458","1,295","1,821","1,385","1,839"
45330,Used merchandise stores,"1,178","1,151","1,283","1,214","1,286","1,260","1,326","1,421","1,250","1,449","1,352","1,253"
454,Nonstore retailers,"36,561","33,246","34,947","33,904","34,202","31,739","33,116","34,174","32,966","35,504","39,981","52,786"
4541,Electronic shopping and mail-order houses,"28,098","25,253","27,282","27,402","28,056","26,167","27,457","28,336","27,345","28,735","32,568","43,788"
45431,Fuel dealers,"4,996","4,584","3,949","2,807","2,136","1,726","1,836","1,906","2,153","2,906","3,605","5,073"
722,Food services and drinking places,"41,798","41,496","47,564","45,560","47,488","45,440","45,482","46,893","43,653","46,062","45,288","46,589"
7224,Drinking places,"1,696","1,680","2,030","1,778","1,861","1,732","1,727","1,817","1,732","1,842","1,797","1,745"
7225,Restaurants and other eating places,"36,463","36,031","41,436","39,267","41,161","39,879","40,069","40,982","37,337","39,244","38,926","40,611"
722511,Full service restaurants,"18,516","18,307","21,066","19,570","20,463","19,691","19,516","20,284","18,406","19,422","19,597","20,980"
"722513, 722514, 722515",Limited service eating places,"17,947","17,724","20,370","19,697","20,698","20,188","20,553","20,698","18,931","19,822","19,329","19,631"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
