NAICS  Code,Kind of Business,Jan. 2019,Feb. 2019,Mar. 2019,Apr. 2019,May 2019,Jun. 2019,Jul. 2019,Aug. 2019,Sep. 2019,Oct. 2019,Nov. 2019,Dec. 2019
44221,Floor covering stores,(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S)
442299,All other home furnishings stores,"2,253","2,094","2,360","2,280","2,460","2,190","2,422","2,527","2,271","2,448","3,068","3,803"
443,Electronics and appliance stores,"7,666","6,980","7,675","6,900","7,574","7,481","7,669","8,038","7,638","7,604","9,985","11,807"
443141,Household appliance stores,"1,161","1,137","1,287","1,262","1,414","1,342","1,461","1,405","1,307","1,356","1,455","1,383"
443142,Electronics stores,"6,505","5,843","6,388","5,638","6,160","6,139","6,208","6,633","6,331","6,248","8,530","10,424"
444,Building mat. and garden equip. and supplies dealers,"27,578","24,888","30,900","35,122","38,372","34,575","34,755","33,434","30,948","33,719","30,731","29,493"
4441,Building mat. and supplies dealers,"24,258","21,800","26,709","30,152","33,158","30,187","30,901","29,887","27,570","29,701","27,087","25,787"
44412,Paint and wallpaper stores,910,854,"1,022",970,"1,175","1,153","1,223","1,230","1,122","1,132",916,808
44413,Hardware stores,"1,974","1,802","2,202","2,358","2,635","2,401","2,346","2,338","2,143","2,357","2,156","2,158"
445,Food and beverage stores,"62,320","56,383","62,935","61,781","65,842","63,795","65,690","66,165","61,668","64,051","65,442","68,992"
4451,Grocery stores,"56,547","50,662","56,503","55,315","58,830","56,948","58,557","59,028","55,217","57,258","58,185","59,812"
44511,Supermarkets and other grocery (except convenience) stores,"54,271","48,448","53,946","52,704","55,962","54,137","55,659","56,125","52,480","54,493","55,557","57,185"
4453,"Beer, wine, and liquor stores","4,134","4,116","4,673","4,580","5,109","5,011","5,245","5,270","4,680","4,913","5,312","6,630"
446,Health and personal care stores,"29,640","27,825","29,997","29,671","30,847","28,966","29,508","29,973","28,706","31,088","29,312","33,194"
44611,Pharmacies and drug stores,"25,037","23,240","24,577","24,806","25,717","23,745","24,531","24,710","23,630","26,097","23,964","26,509"
447,Gasoline stations,"35,414","34,549","40,960","43,144","46,218","43,823","45,450","45,043","41,936","43,602","40,730","40,203"
448,Clothing and clothing access. stores,"16,201","17,932","21,953","21,416","22,938","20,960","21,650","23,743","19,464","21,177","24,928","34,541"
4481,Clothing stores,"11,856","12,317","15,973","15,579","16,504","15,410","15,666","16,708","14,157","15,773","18,592","23,598"
44811,Men's clothing stores,585,514,642,737,747,645,581,617,662,674,714,863
44812,Women's clothing stores,"2,511","2,680","3,585","3,604","3,807","3,272","3,261","3,325","3,080","3,390","3,850","4,496"
44814,Family clothing stores,"6,649","6,932","9,070","8,770","9,403","9,016","9,264","10,067","8,219","9,359","11,269","14,517"
44819,Other clothing stores,"1,113","1,138","1,356","1,189","1,283","1,374","1,343","1,352","1,124","1,176","1,413","1,920"
4482,Shoe stores,"2,360","2,925","3,552","3,243","3,254","3,008","3,361","4,280","2,762","2,851","3,265","4,296"
44831,Jewelry stores,"1,773","2,464","2,178","2,351","2,866","2,260","2,367","2,480","2,293","2,313","2,761","6,113"
451,"Sporting goods, hobby, musical instrument, and book stores","5,628","5,221","6,305","6,191","6,445","6,585","6,549","7,504","6,276","6,372","7,289","9,506"
45111,Sporting goods stores,"2,696","2,780","3,571","3,535","3,671","3,994","3,959","4,183","3,276","3,376","3,660","5,107"
45112,"Hobby, toy, and game stores","1,116","1,073","1,247","1,141","1,216","1,154","1,160","1,248","1,232","1,382","2,027","2,265"
451211,Book stores,"1,004",569,587,631,675,594,572,"1,088",842,627,618,"1,037"
452,General merchandise stores,"51,557","50,513","58,619","56,815","60,695","58,727","58,487","61,460","54,515","58,560","66,027","77,648"
4521,Department stores,"8,657","9,142","10,645","10,456","11,299","10,625","10,630","11,550","9,762","10,456","13,401","18,403"
452111,Department stores(excl. discount department stores),"2,464","2,803","3,263","3,285","3,488","3,199","3,130","3,253","3,045","3,109","4,390","6,561"
452112,Discount dept. stores,"6,193","6,339","7,382","7,171","7,811","7,426","7,500","8,297","6,717","7,347","9,011","11,842"
4529,Other general merchandise stores,"42,900",41371,47974,"46,359","49,396","48,102","47,857","49,910","44,753","48,104","52,626","59,245"
45291,Warehouse clubs and superstores,"36,861","35,460","41,241","39,548","42,167","41,281","41,138","43,098","38,367","41,175","45,257","50,606"
45299,All other gen. merchandise stores,"6,039","5,911","6,733","6,811","7,229","6,821","6,719","6,812","6,386","6,929","7,369","8,639"
453,Miscellaneous store retailers,"9,312","9,116","10,236","10,736","12,563","11,468","11,545","11,998","11,011","12,228","11,882","12,525"
4532,"Office supplies, stationery, and gift stores","2,038","1,942","2,160","2,180","2,523","2,394","2,641","2,818","2,357","2,885","2,315","3,006"
45321,Office supplies and stationery stores,"1,030",846,904,864,854,779,922,"1,278",905,843,786,924
45322,"Gift, novelty, and souvenir stores","1,008","1,096","1,256","1,316","1,669","1,615","1,719","1,540","1,452","2,042","1,529","2,082"
45330,Used merchandise stores,"1,415","1,378","1,557","1,616","1,466","1,426","1,461","1,631","1,553","1,822","1,601","1,486"
454,Nonstore retailers,"60,263","55,979","60,236","61,667","66,131","61,580","65,644","65,175","61,761","68,337","74,817","93,920"
4541,Electronic shopping and mail-order houses,"51,647","48,295","52,458","54,612","58,855","54,928","58,814","58,181","54,922","60,568","67,037","85,217"
45431,Fuel dealers,"3,896","3,320","3,101","2,155","1,804","1,464","1,521","1,597","1,666","2,176","2,746","3,346"
722,Food services and drinking places,"56,748","56,868","66,187","63,454","67,664","66,031","65,943","67,710","62,775","65,005","62,326","65,085"
7224,Drinking places,(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S)
7225,Restaurants and other eating places,"49,940","49,623","57,793","55,206","59,164","58,310","58,679","59,318","53,944","55,762","54,039","57,086"
722511,Full service restaurants,"23,925","23,875","27,197","25,637","27,995","27,419","27,305","27,760","24,988","25,802","25,405","27,797"
"722513, 722514, 722515",Limited service eating places,"26,015","25,748","30,596","29,569","31,169","30,891","31,374","31,558","28,956","29,960","28,634","29,289"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
