NAICS  Code,Kind of Business,Jan. 2011,Feb. 2011,Mar. 2011,Apr. 2011,May 2011,Jun. 2011,Jul. 2011,Aug. 2011,Sep. 2011,Oct. 2011,Nov. 2011,Dec. 2011
44814,Family clothing stores,"5,179","5,894","7,017","7,076","6,973","6,797","7,213","7,649","6,823","7,178","8,551","11,922"
44819,Other clothing stores,968,878,"1,064",985,"1,027","1,070",985,"1,001",930,"1,020","1,147","1,596"
4482,Shoe stores,"1,778","2,186","2,379","2,422","2,322","2,243","2,347","3,022","2,320","2,287","2,499","3,455"
44831,Jewelry stores,"1,619","2,228","1,976","2,194","2,624","2,093","1,983","2,179","2,081","2,003","2,454","5,616"
451,"Sporting goods, hobby, musical instrument, and book stores","6,073","5,190","6,172","6,000","5,960","6,256","5,997","7,627","6,372","5,581","6,904","10,515"
45111,Sporting goods stores,"2,414","2,456","3,266","3,246","3,169","3,505","3,334","3,623","3,011","2,746","3,227","4,998"
45112,"Hobby, toy, and game stores",972,"1,030","1,201","1,192","1,073","1,069","1,089","1,074","1,151","1,252","1,964","3,052"
451211,Book stores,"1,950",960,881,797,936,902,865,"2,142","1,335",751,797,"1,400"
452,General merchandise stores,"44,322","45,804","49,675","50,480","51,435","50,906","50,660","51,266","48,238","50,877","57,197","73,906"
4521,Department stores,"11,895","12,857","14,178","14,513","14,484","14,719","13,901","14,675","13,598","14,264","18,035","26,242"
452111,Department stores(excl. discount department stores),"3,959","4,507","4,970","5,233","5,162","5,174","4,781","4,976","4,895","4,994","6,630","10,457"
452112,Discount dept. stores,"7,936","8,350","9,208","9,280","9,322","9,545","9,120","9,699","8,703","9,270","11,405","15,785"
4529,Other general merchandise stores,"32,427",32947,35497,"35,967","36,951","36,187","36,759","36,591","34,640","36,613","39,162","47,664"
45291,Warehouse clubs and superstores,"28,851","28,956","31,017","31,432","32,353","31,560","32,369","32,240","30,322","32,069","34,024","41,150"
45299,All other gen. merchandise stores,"3,576","3,991","4,480","4,535","4,598","4,627","4,390","4,351","4,318","4,544","5,138","6,514"
453,Miscellaneous store retailers,"7,509","8,108","8,661","8,638","9,533","9,482","9,133","9,604","9,254","9,270","8,918","10,291"
4532,"Office supplies, stationery, and gift stores","2,541","2,614","2,680","2,548","2,790","2,630","2,615","3,115","2,916","2,950","2,828","3,856"
45321,Office supplies and stationery stores,"1,603","1,489","1,578","1,369","1,368","1,301","1,345","1,912","1,645","1,387","1,451","1,669"
45322,"Gift, novelty, and souvenir stores",938,"1,125","1,102","1,179","1,422","1,329","1,270","1,203","1,271","1,563","1,377","2,187"
45330,Used merchandise stores,942,"1,029","1,182","1,066","1,063","1,004","1,009","1,210","1,115","1,186","1,182","1,260"
454,Nonstore retailers,"30,631","28,506","31,733","28,411","29,127","29,133","27,086","30,417","29,562","30,717","36,423","44,598"
4541,Electronic shopping and mail-order houses,"22,221","20,666","23,815","21,954","23,133","23,110","21,664","24,422","23,446","24,090","29,238","36,938"
45431,Fuel dealers,"5,375","4,684","4,072","2,918","2,435","2,269","2,086","2,366","2,595","3,067","3,491","4,111"
722,Food services and drinking places,"36,961","37,394","42,036","41,761","43,020","42,080","43,301","42,385","41,383","42,415","39,703","42,911"
7224,Drinking places,"1,557","1,616","1,825","1,754","1,751","1,720","1,829","1,717","1,721","1,742","1,631","1,705"
7225,Restaurants and other eating places,"32,237","32,452","36,502","35,950","37,165","36,409","37,789","36,986","35,130","36,144","34,057","37,307"
722511,Full service restaurants,"16,211","16,248","18,272","17,959","18,608","18,058","18,897","18,311","17,502","17,991","16,779","19,044"
"722513, 722514, 722515",Limited service eating places,"16,026","16,204","18,230","17,991","18,557","18,351","18,892","18,675","17,628","18,153","17,278","18,263"
