user_id,created,country
1100,"2020-01-01","Canada"
1101,"2020-01-01","Mexico"
1102,"2020-01-01","United States"
1103,"2020-01-01","United States"
1104,"2020-01-01","United States"
1105,"2020-01-01","United States"
1106,"2020-01-01","Australia"
1107,"2020-01-01","United States"
1108,"2020-01-01","United States"
1109,"2020-01-01","Canada"
1110,"2020-01-01","Japan"
1111,"2020-01-01","Canada"
1112,"2020-01-01","Canada"
1113,"2020-01-01","United States"
1114,"2020-01-01","Australia"
1115,"2020-01-01","United States"
1116,"2020-01-01","United States"
1117,"2020-01-01","Canada"
1118,"2020-01-01","Mexico"
1119,"2020-01-01","Canada"
1120,"2020-01-01","Canada"
1121,"2020-01-01","Mexico"
1122,"2020-01-01","United States"
1123,"2020-01-01","United States"
1124,"2020-01-01","United States"
1125,"2020-01-01","Mexico"
1126,"2020-01-01","United States"
1127,"2020-01-01","Japan"
1128,"2020-01-01","United States"
1129,"2020-01-01","Mexico"
1130,"2020-01-01","Canada"
1131,"2020-01-01","United States"
1132,"2020-01-01","Mexico"
1133,"2020-01-01","United States"
1134,"2020-01-01","United States"
1135,"2020-01-01","Germany"
1136,"2020-01-01","Mexico"
1137,"2020-01-01","United States"
1138,"2020-01-01","United States"
1139,"2020-01-01","Canada"
1140,"2020-01-01","Canada"
1141,"2020-01-01","Germany"
1142,"2020-01-01","United States"
1143,"2020-01-01","United States"
1144,"2020-01-01","Mexico"
1145,"2020-01-01","United States"
1146,"2020-01-01","Canada"
1147,"2020-01-01","United States"
1148,"2020-01-01","United States"
1149,"2020-01-01","United States"
1150,"2020-01-01","Mexico"
1151,"2020-01-01","United States"
1152,"2020-01-01","Germany"
1153,"2020-01-01","Canada"
1154,"2020-01-01","Japan"
1155,"2020-01-01","Germany"
1156,"2020-01-01","Japan"
1157,"2020-01-01","United States"
1158,"2020-01-01","United States"
1159,"2020-01-01","United States"
1160,"2020-01-01","United States"
1161,"2020-01-01","United States"
1162,"2020-01-01","Germany"
1163,"2020-01-01","United States"
1164,"2020-01-01","Australia"
1165,"2020-01-01","United States"
1166,"2020-01-01","United States"
1167,"2020-01-01","Germany"
1168,"2020-01-01","Germany"
1169,"2020-01-01","United States"
1170,"2020-01-01","Canada"
1171,"2020-01-01","Germany"
1172,"2020-01-01","Canada"
1173,"2020-01-01","Australia"
1174,"2020-01-01","Canada"
1175,"2020-01-01","United States"
1176,"2020-01-01","Australia"
1177,"2020-01-01","Germany"
1178,"2020-01-01","United States"
1179,"2020-01-01","Germany"
1180,"2020-01-01","Germany"
1181,"2020-01-01","United States"
1182,"2020-01-01","Mexico"
1183,"2020-01-01","Canada"
1184,"2020-01-01","United States"
1185,"2020-01-01","Mexico"
1186,"2020-01-01","United States"
1187,"2020-01-01","United States"
1188,"2020-01-01","United States"
1189,"2020-01-01","Germany"
1190,"2020-01-01","Canada"
1191,"2020-01-01","Mexico"
1192,"2020-01-01","Canada"
1193,"2020-01-01","United States"
1194,"2020-01-01","United States"
1195,"2020-01-01","Japan"
1196,"2020-01-01","Canada"
1197,"2020-01-01","United States"
1198,"2020-01-01","United States"
1199,"2020-01-01","United States"
1200,"2020-01-01","United States"
1201,"2020-01-01","United States"
1202,"2020-01-01","United States"
1203,"2020-01-01","Canada"
1204,"2020-01-01","Germany"
1205,"2020-01-01","United States"
1206,"2020-01-01","United States"
1207,"2020-01-01","Germany"
1208,"2020-01-01","United States"
1209,"2020-01-01","Australia"
1210,"2020-01-01","Germany"
1211,"2020-01-01","Mexico"
1212,"2020-01-01","Canada"
1213,"2020-01-01","Germany"
1214,"2020-01-01","Japan"
1215,"2020-01-01","Australia"
1216,"2020-01-01","United States"
1217,"2020-01-01","Canada"
1218,"2020-01-01","Germany"
1219,"2020-01-01","Canada"
1220,"2020-01-01","Mexico"
1221,"2020-01-01","Australia"
1222,"2020-01-01","Canada"
1223,"2020-01-01","Canada"
1224,"2020-01-01","Mexico"
1225,"2020-01-01","United States"
1226,"2020-01-01","United States"
1227,"2020-01-01","Germany"
1228,"2020-01-01","United States"
1229,"2020-01-01","Canada"
1230,"2020-01-01","Germany"
1231,"2020-01-01","Australia"
1232,"2020-01-01","Canada"
1233,"2020-01-01","Japan"
1234,"2020-01-01","Japan"
1235,"2020-01-01","Japan"
1236,"2020-01-01","Canada"
1237,"2020-01-01","United States"
1238,"2020-01-01","Australia"
1239,"2020-01-01","United States"
1240,"2020-01-01","Germany"
1241,"2020-01-01","Japan"
1242,"2020-01-01","Canada"
1243,"2020-01-01","Canada"
1244,"2020-01-01","Germany"
1245,"2020-01-01","Australia"
1246,"2020-01-01","Australia"
1247,"2020-01-01","United States"
1248,"2020-01-01","United States"
1249,"2020-01-01","Canada"
1250,"2020-01-01","United States"
1251,"2020-01-01","Australia"
1252,"2020-01-01","Germany"
1253,"2020-01-01","Canada"
1254,"2020-01-01","Australia"
1255,"2020-01-01","United States"
1256,"2020-01-01","United States"
1257,"2020-01-01","United States"
1258,"2020-01-01","Mexico"
1259,"2020-01-01","Mexico"
1260,"2020-01-01","Canada"
1261,"2020-01-01","Canada"
1262,"2020-01-01","United States"
1263,"2020-01-01","Germany"
1264,"2020-01-01","Canada"
1265,"2020-01-01","Canada"
1266,"2020-01-01","United States"
1267,"2020-01-01","Canada"
1268,"2020-01-01","Japan"
1269,"2020-01-01","Mexico"
1270,"2020-01-01","United States"
1271,"2020-01-01","Japan"
1272,"2020-01-01","Mexico"
1273,"2020-01-01","Germany"
1274,"2020-01-01","United States"
1275,"2020-01-01","Germany"
1276,"2020-01-01","United States"
1277,"2020-01-01","United States"
1278,"2020-01-01","United States"
1279,"2020-01-01","United States"
1280,"2020-01-01","Mexico"
1281,"2020-01-01","Germany"
1282,"2020-01-01","Australia"
1283,"2020-01-01","United States"
1284,"2020-01-01","Germany"
1285,"2020-01-01","United States"
1286,"2020-01-01","United States"
1287,"2020-01-01","Mexico"
1288,"2020-01-01","United States"
1289,"2020-01-01","Canada"
1290,"2020-01-01","United States"
1291,"2020-01-01","United States"
1292,"2020-01-01","Mexico"
1293,"2020-01-01","Mexico"
1294,"2020-01-01","Mexico"
1295,"2020-01-01","Canada"
1296,"2020-01-01","United States"
1297,"2020-01-01","Canada"
1298,"2020-01-01","Canada"
1299,"2020-01-01","United States"
1300,"2020-01-01","United States"
1301,"2020-01-01","Canada"
1302,"2020-01-01","United States"
1303,"2020-01-01","United States"
1304,"2020-01-01","United States"
1305,"2020-01-01","United States"
1306,"2020-01-01","Canada"
1307,"2020-01-01","Japan"
1308,"2020-01-01","Australia"
1309,"2020-01-01","United States"
1310,"2020-01-01","United States"
1311,"2020-01-01","Mexico"
1312,"2020-01-01","United States"
1313,"2020-01-01","Japan"
1314,"2020-01-01","Mexico"
1315,"2020-01-01","Canada"
1316,"2020-01-01","Australia"
1317,"2020-01-01","United States"
1318,"2020-01-01","United States"
1319,"2020-01-01","United States"
1320,"2020-01-01","United States"
1321,"2020-01-01","Australia"
1322,"2020-01-01","United States"
1323,"2020-01-01","United States"
1324,"2020-01-01","Australia"
1325,"2020-01-01","United States"
1326,"2020-01-01","Australia"
1327,"2020-01-01","Australia"
1328,"2020-01-01","Australia"
1329,"2020-01-01","Canada"
1330,"2020-01-01","United States"
1331,"2020-01-01","Australia"
1332,"2020-01-01","Canada"
1333,"2020-01-01","United States"
1334,"2020-01-01","Canada"
1335,"2020-01-01","Canada"
1336,"2020-01-01","Mexico"
1337,"2020-01-01","United States"
1338,"2020-01-01","Germany"
1339,"2020-01-01","United States"
1340,"2020-01-01","Germany"
1341,"2020-01-01","United States"
1342,"2020-01-01","United States"
1343,"2020-01-01","United States"
1344,"2020-01-01","United States"
1345,"2020-01-01","Germany"
1346,"2020-01-01","Japan"
1347,"2020-01-01","Germany"
1348,"2020-01-01","United States"
1349,"2020-01-01","United States"
1350,"2020-01-01","United States"
1351,"2020-01-01","Canada"
1352,"2020-01-01","Germany"
1353,"2020-01-01","Canada"
1354,"2020-01-01","United States"
1355,"2020-01-01","United States"
1356,"2020-01-01","Australia"
1357,"2020-01-01","Australia"
1358,"2020-01-01","Mexico"
1359,"2020-01-01","Canada"
1360,"2020-01-01","United States"
1361,"2020-01-01","United States"
1362,"2020-01-01","United States"
1363,"2020-01-01","United States"
1364,"2020-01-01","United States"
1365,"2020-01-01","Australia"
1366,"2020-01-01","United States"
1367,"2020-01-01","United States"
1368,"2020-01-01","Australia"
1369,"2020-01-01","Mexico"
1370,"2020-01-01","United States"
1371,"2020-01-01","Mexico"
1372,"2020-01-01","Japan"
1373,"2020-01-01","United States"
1374,"2020-01-01","Canada"
1375,"2020-01-01","Germany"
1376,"2020-01-01","United States"
1377,"2020-01-01","United States"
1378,"2020-01-01","Canada"
1379,"2020-01-01","Germany"
1380,"2020-01-01","United States"
1381,"2020-01-01","Mexico"
1382,"2020-01-01","Canada"
1383,"2020-01-01","Mexico"
1384,"2020-01-01","United States"
1385,"2020-01-01","Australia"
1386,"2020-01-01","Canada"
1387,"2020-01-01","Mexico"
1388,"2020-01-01","United States"
1389,"2020-01-01","Japan"
1390,"2020-01-01","Germany"
1391,"2020-01-01","United States"
1392,"2020-01-01","United States"
1393,"2020-01-01","United States"
1394,"2020-01-01","Australia"
1395,"2020-01-01","United States"
1396,"2020-01-01","Japan"
1397,"2020-01-01","United States"
1398,"2020-01-01","Canada"
1399,"2020-01-01","Australia"
1400,"2020-01-01","Australia"
1401,"2020-01-01","United States"
1402,"2020-01-01","Germany"
1403,"2020-01-01","Australia"
1404,"2020-01-01","Japan"
1405,"2020-01-01","Germany"
1406,"2020-01-01","Canada"
1407,"2020-01-01","Germany"
1408,"2020-01-01","United States"
1409,"2020-01-01","United States"
1410,"2020-01-01","Australia"
1411,"2020-01-01","Canada"
1412,"2020-01-01","Japan"
1413,"2020-01-01","United States"
1414,"2020-01-01","Australia"
1415,"2020-01-01","Canada"
1416,"2020-01-01","Japan"
1417,"2020-01-01","Germany"
1418,"2020-01-01","Canada"
1419,"2020-01-01","United States"
1420,"2020-01-01","Japan"
1421,"2020-01-01","Mexico"
1422,"2020-01-01","Australia"
1423,"2020-01-01","United States"
1424,"2020-01-01","United States"
1425,"2020-01-01","Germany"
1426,"2020-01-01","United States"
1427,"2020-01-01","United States"
1428,"2020-01-01","United States"
1429,"2020-01-01","Canada"
1430,"2020-01-01","Mexico"
1431,"2020-01-01","United States"
1432,"2020-01-01","United States"
1433,"2020-01-01","Canada"
1434,"2020-01-01","United States"
1435,"2020-01-01","Canada"
1436,"2020-01-01","Germany"
1437,"2020-01-01","Canada"
1438,"2020-01-01","Germany"
1439,"2020-01-01","Japan"
1440,"2020-01-01","United States"
1441,"2020-01-01","Australia"
1442,"2020-01-01","United States"
1443,"2020-01-01","United States"
1444,"2020-01-01","United States"
1445,"2020-01-01","Canada"
1446,"2020-01-01","Australia"
1447,"2020-01-01","Germany"
1448,"2020-01-01","United States"
1449,"2020-01-01","Australia"
1450,"2020-01-01","United States"
1451,"2020-01-01","United States"
1452,"2020-01-01","Germany"
1453,"2020-01-01","United States"
1454,"2020-01-01","Germany"
1455,"2020-01-01","Mexico"
1456,"2020-01-01","Germany"
1457,"2020-01-01","Canada"
1458,"2020-01-01","Australia"
1459,"2020-01-01","Germany"
1460,"2020-01-01","Germany"
1461,"2020-01-01","United States"
1462,"2020-01-01","Japan"
1463,"2020-01-01","Germany"
1464,"2020-01-01","Canada"
1465,"2020-01-01","Australia"
1466,"2020-01-01","Australia"
1467,"2020-01-01","United States"
1468,"2020-01-01","Canada"
1469,"2020-01-01","Germany"
1470,"2020-01-01","Mexico"
1471,"2020-01-01","United States"
1472,"2020-01-01","Germany"
1473,"2020-01-01","Canada"
1474,"2020-01-01","Australia"
1475,"2020-01-01","Japan"
1476,"2020-01-01","Germany"
1477,"2020-01-01","Germany"
1478,"2020-01-01","United States"
1479,"2020-01-01","Australia"
1480,"2020-01-01","Canada"
1481,"2020-01-01","Germany"
1482,"2020-01-01","Germany"
1483,"2020-01-01","United States"
1484,"2020-01-01","United States"
1485,"2020-01-01","Mexico"
1486,"2020-01-01","United States"
1487,"2020-01-01","Canada"
1488,"2020-01-01","Germany"
1489,"2020-01-01","Mexico"
1490,"2020-01-01","Canada"
1491,"2020-01-01","United States"
1492,"2020-01-01","Canada"
1493,"2020-01-01","Australia"
1494,"2020-01-01","United States"
1495,"2020-01-01","Mexico"
1496,"2020-01-01","Canada"
1497,"2020-01-01","Mexico"
1498,"2020-01-01","Germany"
1499,"2020-01-01","Canada"
1500,"2020-01-01","United States"
1501,"2020-01-01","Germany"
1502,"2020-01-01","Canada"
1503,"2020-01-01","Germany"
1504,"2020-01-01","Mexico"
1505,"2020-01-01","Canada"
1506,"2020-01-01","United States"
1507,"2020-01-01","Australia"
1508,"2020-01-01","Canada"
1509,"2020-01-01","Mexico"
1510,"2020-01-01","United States"
1511,"2020-01-01","Germany"
1512,"2020-01-01","United States"
1513,"2020-01-01","Australia"
1514,"2020-01-01","United States"
1515,"2020-01-01","United States"
1516,"2020-01-01","United States"
1517,"2020-01-01","Canada"
1518,"2020-01-01","Canada"
1519,"2020-01-01","Canada"
1520,"2020-01-01","Canada"
1521,"2020-01-01","United States"
1522,"2020-01-01","Canada"
1523,"2020-01-01","Canada"
1524,"2020-01-01","United States"
1525,"2020-01-01","United States"
1526,"2020-01-01","United States"
1527,"2020-01-01","United States"
1528,"2020-01-01","United States"
1529,"2020-01-01","Japan"
1530,"2020-01-01","United States"
1531,"2020-01-01","United States"
1532,"2020-01-01","Australia"
1533,"2020-01-01","Mexico"
1534,"2020-01-01","Canada"
1535,"2020-01-01","United States"
1536,"2020-01-01","Canada"
1537,"2020-01-01","United States"
1538,"2020-01-01","United States"
1539,"2020-01-01","United States"
1540,"2020-01-01","Canada"
1541,"2020-01-01","Germany"
1542,"2020-01-01","United States"
1543,"2020-01-01","Mexico"
1544,"2020-01-01","United States"
1545,"2020-01-01","United States"
1546,"2020-01-01","United States"
1547,"2020-01-01","United States"
1548,"2020-01-01","United States"
1549,"2020-01-01","Japan"
1550,"2020-01-01","Germany"
1551,"2020-01-01","Canada"
1552,"2020-01-01","Germany"
1553,"2020-01-01","Germany"
1554,"2020-01-01","Australia"
1555,"2020-01-01","Japan"
1556,"2020-01-01","Canada"
1557,"2020-01-01","Germany"
1558,"2020-01-01","United States"
1559,"2020-01-01","United States"
1560,"2020-01-01","United States"
1561,"2020-01-01","United States"
1562,"2020-01-01","United States"
1563,"2020-01-01","Canada"
1564,"2020-01-01","Canada"
1565,"2020-01-01","United States"
1566,"2020-01-01","Australia"
1567,"2020-01-01","Germany"
1568,"2020-01-01","United States"
1569,"2020-01-01","Australia"
1570,"2020-01-01","Australia"
1571,"2020-01-01","Australia"
1572,"2020-01-01","Germany"
1573,"2020-01-01","United States"
1574,"2020-01-01","United States"
1575,"2020-01-01","Australia"
1576,"2020-01-01","Canada"
1577,"2020-01-01","Canada"
1578,"2020-01-01","United States"
1579,"2020-01-01","Germany"
1580,"2020-01-01","Canada"
1581,"2020-01-01","United States"
1582,"2020-01-01","Mexico"
1583,"2020-01-01","United States"
1584,"2020-01-01","Australia"
1585,"2020-01-01","Canada"
1586,"2020-01-01","United States"
1587,"2020-01-01","Canada"
1588,"2020-01-01","Australia"
1589,"2020-01-01","Mexico"
1590,"2020-01-01","Japan"
1591,"2020-01-01","United States"
1592,"2020-01-01","Canada"
1593,"2020-01-01","Germany"
1594,"2020-01-01","United States"
1595,"2020-01-01","United States"
1596,"2020-01-01","Australia"
1597,"2020-01-01","United States"
1598,"2020-01-01","Australia"
1599,"2020-01-01","Australia"
1600,"2020-01-01","United States"
1601,"2020-01-01","Canada"
1602,"2020-01-01","Canada"
1603,"2020-01-01","United States"
1604,"2020-01-01","Mexico"
1605,"2020-01-01","United States"
1606,"2020-01-01","Mexico"
1607,"2020-01-01","United States"
1608,"2020-01-01","Canada"
1609,"2020-01-01","Mexico"
1610,"2020-01-01","Germany"
1611,"2020-01-01","Canada"
1612,"2020-01-01","United States"
1613,"2020-01-01","Canada"
1614,"2020-01-01","United States"
1615,"2020-01-01","Mexico"
1616,"2020-01-01","United States"
1617,"2020-01-01","Canada"
1618,"2020-01-01","United States"
1619,"2020-01-01","United States"
1620,"2020-01-01","United States"
1621,"2020-01-01","United States"
1622,"2020-01-01","Mexico"
1623,"2020-01-01","Germany"
1624,"2020-01-01","United States"
1625,"2020-01-01","Australia"
1626,"2020-01-01","United States"
1627,"2020-01-01","United States"
1628,"2020-01-01","United States"
1629,"2020-01-01","Canada"
1630,"2020-01-01","United States"
1631,"2020-01-01","Mexico"
1632,"2020-01-01","United States"
1633,"2020-01-01","Canada"
1634,"2020-01-01","Canada"
1635,"2020-01-01","United States"
1636,"2020-01-01","Germany"
1637,"2020-01-01","Canada"
1638,"2020-01-01","United States"
1639,"2020-01-01","United States"
1640,"2020-01-01","Germany"
1641,"2020-01-01","United States"
1642,"2020-01-01","United States"
1643,"2020-01-01","United States"
1644,"2020-01-01","United States"
1645,"2020-01-01","United States"
1646,"2020-01-01","Australia"
1647,"2020-01-01","United States"
1648,"2020-01-01","United States"
1649,"2020-01-01","Canada"
1650,"2020-01-01","United States"
1651,"2020-01-01","Mexico"
1652,"2020-01-01","United States"
1653,"2020-01-01","United States"
1654,"2020-01-01","United States"
1655,"2020-01-01","Mexico"
1656,"2020-01-01","Canada"
1657,"2020-01-01","Mexico"
1658,"2020-01-01","Canada"
1659,"2020-01-01","United States"
1660,"2020-01-01","Germany"
1661,"2020-01-01","United States"
1662,"2020-01-01","United States"
1663,"2020-01-01","Mexico"
1664,"2020-01-01","Germany"
1665,"2020-01-01","United States"
1666,"2020-01-01","United States"
1667,"2020-01-01","United States"
1668,"2020-01-01","Germany"
1669,"2020-01-01","United States"
1670,"2020-01-01","United States"
1671,"2020-01-01","Germany"
1672,"2020-01-01","Canada"
1673,"2020-01-01","United States"
1674,"2020-01-01","Germany"
1675,"2020-01-01","Canada"
1676,"2020-01-01","Canada"
1677,"2020-01-01","Canada"
1678,"2020-01-01","Mexico"
1679,"2020-01-01","Canada"
1680,"2020-01-01","United States"
1681,"2020-01-01","United States"
1682,"2020-01-01","Japan"
1683,"2020-01-01","United States"
1684,"2020-01-01","Canada"
1685,"2020-01-01","Canada"
1686,"2020-01-01","United States"
1687,"2020-01-01","Germany"
1688,"2020-01-01","United States"
1689,"2020-01-01","United States"
1690,"2020-01-01","Germany"
1691,"2020-01-01","Canada"
1692,"2020-01-01","United States"
1693,"2020-01-01","Australia"
1694,"2020-01-01","Germany"
1695,"2020-01-01","Canada"
1696,"2020-01-01","United States"
1697,"2020-01-01","United States"
1698,"2020-01-01","Canada"
1699,"2020-01-01","Germany"
1700,"2020-01-01","Germany"
1701,"2020-01-01","United States"
1702,"2020-01-01","United States"
1703,"2020-01-01","Canada"
1704,"2020-01-01","United States"
1705,"2020-01-01","United States"
1706,"2020-01-01","United States"
1707,"2020-01-01","United States"
1708,"2020-01-01","United States"
1709,"2020-01-01","Mexico"
1710,"2020-01-01","Canada"
1711,"2020-01-01","United States"
1712,"2020-01-01","United States"
1713,"2020-01-01","Germany"
1714,"2020-01-01","United States"
1715,"2020-01-01","Australia"
1716,"2020-01-01","United States"
1717,"2020-01-01","Canada"
1718,"2020-01-01","United States"
1719,"2020-01-01","Australia"
1720,"2020-01-01","United States"
1721,"2020-01-01","Canada"
1722,"2020-01-01","Japan"
1723,"2020-01-01","Mexico"
1724,"2020-01-01","Canada"
1725,"2020-01-01","United States"
1726,"2020-01-01","Germany"
1727,"2020-01-01","Canada"
1728,"2020-01-01","Australia"
1729,"2020-01-01","United States"
1730,"2020-01-01","Japan"
1731,"2020-01-01","Japan"
1732,"2020-01-01","United States"
1733,"2020-01-01","Canada"
1734,"2020-01-01","Canada"
1735,"2020-01-01","United States"
1736,"2020-01-01","Germany"
1737,"2020-01-01","United States"
1738,"2020-01-01","Australia"
1739,"2020-01-01","Mexico"
1740,"2020-01-01","Canada"
1741,"2020-01-01","Germany"
1742,"2020-01-01","Germany"
1743,"2020-01-01","Mexico"
1744,"2020-01-01","United States"
1745,"2020-01-01","United States"
1746,"2020-01-01","United States"
1747,"2020-01-01","United States"
1748,"2020-01-01","Canada"
1749,"2020-01-01","Mexico"
1750,"2020-01-01","United States"
1751,"2020-01-01","United States"
1752,"2020-01-01","Canada"
1753,"2020-01-01","Canada"
1754,"2020-01-01","Mexico"
1755,"2020-01-01","United States"
1756,"2020-01-01","United States"
1757,"2020-01-01","United States"
1758,"2020-01-01","Canada"
1759,"2020-01-01","Japan"
1760,"2020-01-01","Germany"
1761,"2020-01-01","Mexico"
1762,"2020-01-01","Australia"
1763,"2020-01-01","United States"
1764,"2020-01-01","Germany"
1765,"2020-01-01","Mexico"
1766,"2020-01-01","United States"
1767,"2020-01-01","United States"
1768,"2020-01-01","Germany"
1769,"2020-01-01","Canada"
1770,"2020-01-01","United States"
1771,"2020-01-01","United States"
1772,"2020-01-01","United States"
1773,"2020-01-01","Australia"
1774,"2020-01-01","Mexico"
1775,"2020-01-01","Japan"
1776,"2020-01-01","Canada"
1777,"2020-01-01","Japan"
1778,"2020-01-01","Mexico"
1779,"2020-01-01","Mexico"
1780,"2020-01-01","Mexico"
1781,"2020-01-01","United States"
1782,"2020-01-01","United States"
1783,"2020-01-01","Mexico"
1784,"2020-01-01","United States"
1785,"2020-01-01","United States"
1786,"2020-01-01","United States"
1787,"2020-01-01","Canada"
1788,"2020-01-01","United States"
1789,"2020-01-01","United States"
1790,"2020-01-01","United States"
1791,"2020-01-01","United States"
1792,"2020-01-01","Mexico"
1793,"2020-01-01","Canada"
1794,"2020-01-01","Japan"
1795,"2020-01-01","United States"
1796,"2020-01-01","United States"
1797,"2020-01-01","United States"
1798,"2020-01-01","United States"
1799,"2020-01-01","Germany"
1800,"2020-01-01","Mexico"
1801,"2020-01-01","Canada"
1802,"2020-01-01","United States"
1803,"2020-01-01","Australia"
1804,"2020-01-01","United States"
1805,"2020-01-01","Australia"
1806,"2020-01-01","United States"
1807,"2020-01-01","Canada"
1808,"2020-01-01","Mexico"
1809,"2020-01-01","United States"
1810,"2020-01-01","Mexico"
1811,"2020-01-01","Australia"
1812,"2020-01-01","United States"
1813,"2020-01-01","Japan"
1814,"2020-01-01","United States"
1815,"2020-01-01","United States"
1816,"2020-01-01","Germany"
1817,"2020-01-01","United States"
1818,"2020-01-01","United States"
1819,"2020-01-01","Australia"
1820,"2020-01-01","United States"
1821,"2020-01-01","United States"
1822,"2020-01-01","United States"
1823,"2020-01-01","Canada"
1824,"2020-01-01","United States"
1825,"2020-01-01","United States"
1826,"2020-01-01","United States"
1827,"2020-01-01","Mexico"
1828,"2020-01-01","United States"
1829,"2020-01-01","United States"
1830,"2020-01-01","Canada"
1831,"2020-01-01","United States"
1832,"2020-01-01","Canada"
1833,"2020-01-01","Canada"
1834,"2020-01-01","Australia"
1835,"2020-01-01","Germany"
1836,"2020-01-01","Germany"
1837,"2020-01-01","United States"
1838,"2020-01-01","Canada"
1839,"2020-01-01","Germany"
1840,"2020-01-01","Australia"
1841,"2020-01-01","United States"
1842,"2020-01-01","Japan"
1843,"2020-01-01","Germany"
1844,"2020-01-01","Canada"
1845,"2020-01-01","United States"
1846,"2020-01-01","United States"
1847,"2020-01-01","United States"
1848,"2020-01-01","United States"
1849,"2020-01-01","United States"
1850,"2020-01-01","United States"
1851,"2020-01-01","Germany"
1852,"2020-01-01","Germany"
1853,"2020-01-01","United States"
1854,"2020-01-01","United States"
1855,"2020-01-01","United States"
1856,"2020-01-01","United States"
1857,"2020-01-01","United States"
1858,"2020-01-01","Japan"
1859,"2020-01-01","United States"
1860,"2020-01-01","Japan"
1861,"2020-01-01","Australia"
1862,"2020-01-01","United States"
1863,"2020-01-01","United States"
1864,"2020-01-01","Japan"
1865,"2020-01-01","Canada"
1866,"2020-01-01","Canada"
1867,"2020-01-01","Canada"
1868,"2020-01-01","United States"
1869,"2020-01-01","United States"
1870,"2020-01-01","Germany"
1871,"2020-01-01","Canada"
1872,"2020-01-01","United States"
1873,"2020-01-01","Mexico"
1874,"2020-01-01","Canada"
1875,"2020-01-01","Japan"
1876,"2020-01-01","United States"
1877,"2020-01-01","Mexico"
1878,"2020-01-01","Japan"
1879,"2020-01-01","United States"
1880,"2020-01-01","United States"
1881,"2020-01-01","United States"
1882,"2020-01-01","United States"
1883,"2020-01-01","United States"
1884,"2020-01-01","United States"
1885,"2020-01-01","Japan"
1886,"2020-01-01","Australia"
1887,"2020-01-01","Canada"
1888,"2020-01-01","United States"
1889,"2020-01-01","Germany"
1890,"2020-01-01","Mexico"
1891,"2020-01-01","United States"
