user_id,purch_date,amount
1720,"2020-01-05",10
1753,"2020-01-05",10
1756,"2020-01-05",10
1820,"2020-01-05",10
1881,"2020-01-05",10
2512,"2020-01-05",10
2802,"2020-01-05",10
3059,"2020-01-05",10
3065,"2020-01-05",10
3125,"2020-01-05",10
3182,"2020-01-05",10
3252,"2020-01-05",10
3349,"2020-01-05",10
4070,"2020-01-05",10
4301,"2020-01-05",10
4302,"2020-01-05",10
4361,"2020-01-05",10
4401,"2020-01-05",10
4513,"2020-01-05",10
4539,"2020-01-05",10
4596,"2020-01-05",10
4807,"2020-01-05",10
5064,"2020-01-05",10
5148,"2020-01-05",10
5390,"2020-01-05",10
5446,"2020-01-05",10
5454,"2020-01-05",10
5555,"2020-01-05",10
5726,"2020-01-05",10
5928,"2020-01-05",2.99
5994,"2020-01-05",2.99
6089,"2020-01-05",2.99
6092,"2020-01-05",2.99
6103,"2020-01-05",2.99
6120,"2020-01-05",2.99
6225,"2020-01-05",2.99
6301,"2020-01-05",2.99
6333,"2020-01-05",2.99
6334,"2020-01-05",2.99
6372,"2020-01-05",2.99
6400,"2020-01-05",2.99
6621,"2020-01-05",2.99
6857,"2020-01-05",2.99
6894,"2020-01-05",2.99
7041,"2020-01-05",2.99
7084,"2020-01-05",2.99
1174,"2020-01-06",25
1515,"2020-01-06",25
1740,"2020-01-06",25
1838,"2020-01-06",25
1952,"2020-01-06",25
2022,"2020-01-06",25
2113,"2020-01-06",25
2132,"2020-01-06",25
2222,"2020-01-06",25
2242,"2020-01-06",25
2280,"2020-01-06",25
2282,"2020-01-06",25
2465,"2020-01-06",25
2500,"2020-01-06",25
2536,"2020-01-06",25
2543,"2020-01-06",25
2551,"2020-01-06",25
2689,"2020-01-06",25
2708,"2020-01-06",25
2865,"2020-01-06",10
2967,"2020-01-06",10
3239,"2020-01-06",10
3524,"2020-01-06",10
3546,"2020-01-06",10
3598,"2020-01-06",10
3653,"2020-01-06",10
3668,"2020-01-06",10
4427,"2020-01-06",10
4496,"2020-01-06",10
4652,"2020-01-06",10
4822,"2020-01-06",10
4959,"2020-01-06",10
4983,"2020-01-06",10
5020,"2020-01-06",10
5301,"2020-01-06",10
5393,"2020-01-06",10
5479,"2020-01-06",10
5556,"2020-01-06",10
5667,"2020-01-06",10
5743,"2020-01-06",10
6042,"2020-01-06",10
6262,"2020-01-06",10
6273,"2020-01-06",10
6283,"2020-01-06",10
6376,"2020-01-06",10
6392,"2020-01-06",10
6523,"2020-01-06",10
6646,"2020-01-06",10
6835,"2020-01-06",10
6926,"2020-01-06",10
6948,"2020-01-06",10
7182,"2020-01-06",10
7198,"2020-01-06",10
7227,"2020-01-06",2.99
7246,"2020-01-06",2.99
1022,"2020-01-07",25
1050,"2020-01-07",25
1194,"2020-01-07",25
1283,"2020-01-07",25
1377,"2020-01-07",25
1522,"2020-01-07",25
1545,"2020-01-07",25
1635,"2020-01-07",25
1721,"2020-01-07",25
1786,"2020-01-07",25
1911,"2020-01-07",25
1922,"2020-01-07",25
2258,"2020-01-07",25
2396,"2020-01-07",25
2405,"2020-01-07",25
2424,"2020-01-07",25
2625,"2020-01-07",25
2661,"2020-01-07",25
2663,"2020-01-07",25
2665,"2020-01-07",25
2825,"2020-01-07",25
2840,"2020-01-07",25
2850,"2020-01-07",25
2980,"2020-01-07",10
2998,"2020-01-07",10
3036,"2020-01-07",10
3109,"2020-01-07",10
3171,"2020-01-07",10
3358,"2020-01-07",10
3480,"2020-01-07",10
3563,"2020-01-07",10
3804,"2020-01-07",10
3834,"2020-01-07",10
3875,"2020-01-07",10
3967,"2020-01-07",10
3990,"2020-01-07",10
4133,"2020-01-07",10
4285,"2020-01-07",10
4448,"2020-01-07",10
4481,"2020-01-07",10
4624,"2020-01-07",10
4678,"2020-01-07",10
4783,"2020-01-07",10
4850,"2020-01-07",10
5075,"2020-01-07",10
5141,"2020-01-07",10
5146,"2020-01-07",10
5190,"2020-01-07",10
5230,"2020-01-07",10
5248,"2020-01-07",10
5535,"2020-01-07",10
5545,"2020-01-07",10
5628,"2020-01-07",10
5639,"2020-01-07",10
5693,"2020-01-07",10
5698,"2020-01-07",10
5807,"2020-01-07",10
5808,"2020-01-07",10
5816,"2020-01-07",10
6236,"2020-01-07",10
6250,"2020-01-07",10
6300,"2020-01-07",10
6396,"2020-01-07",10
6432,"2020-01-07",10
6626,"2020-01-07",10
6657,"2020-01-07",10
6735,"2020-01-07",10
7071,"2020-01-07",10
7151,"2020-01-07",10
7167,"2020-01-07",10
7190,"2020-01-07",10
7312,"2020-01-07",10
7313,"2020-01-07",10
7358,"2020-01-07",2.99
7430,"2020-01-07",2.99
7585,"2020-01-07",2.99
7587,"2020-01-07",2.99
7818,"2020-01-07",2.99
7834,"2020-01-07",2.99
8075,"2020-01-07",2.99
8146,"2020-01-07",2.99
8198,"2020-01-07",2.99
1056,"2020-01-08",25
1183,"2020-01-08",50
1264,"2020-01-08",50
1433,"2020-01-08",25
1499,"2020-01-08",50
1724,"2020-01-08",25
1746,"2020-01-08",50
1797,"2020-01-08",25
1823,"2020-01-08",50
1857,"2020-01-08",25
1978,"2020-01-08",50
2262,"2020-01-08",25
2322,"2020-01-08",50
2400,"2020-01-08",50
2644,"2020-01-08",50
2834,"2020-01-08",25
2991,"2020-01-08",25
3055,"2020-01-08",25
3083,"2020-01-08",25
3105,"2020-01-08",25
3136,"2020-01-08",25
3402,"2020-01-08",25
3454,"2020-01-08",25
3526,"2020-01-08",25
3531,"2020-01-08",25
3565,"2020-01-08",25
3567,"2020-01-08",25
3635,"2020-01-08",25
3725,"2020-01-08",25
3728,"2020-01-08",25
3735,"2020-01-08",25
3856,"2020-01-08",25
4014,"2020-01-08",25
4029,"2020-01-08",25
4126,"2020-01-08",25
4145,"2020-01-08",25
4306,"2020-01-08",25
4716,"2020-01-08",10
4718,"2020-01-08",10
4736,"2020-01-08",10
5187,"2020-01-08",10
5212,"2020-01-08",10
5274,"2020-01-08",10
5322,"2020-01-08",10
5498,"2020-01-08",10
5837,"2020-01-08",10
5973,"2020-01-08",10
5977,"2020-01-08",10
6029,"2020-01-08",10
6038,"2020-01-08",10
6046,"2020-01-08",10
6085,"2020-01-08",10
6113,"2020-01-08",10
6257,"2020-01-08",10
6263,"2020-01-08",10
6462,"2020-01-08",10
6572,"2020-01-08",10
6683,"2020-01-08",10
6879,"2020-01-08",10
7074,"2020-01-08",10
7112,"2020-01-08",10
7137,"2020-01-08",10
7673,"2020-01-08",10
7775,"2020-01-08",10
7955,"2020-01-08",10
7966,"2020-01-08",10
8079,"2020-01-08",10
8153,"2020-01-08",10
8159,"2020-01-08",10
8200,"2020-01-08",10
8232,"2020-01-08",2.99
8397,"2020-01-08",2.99
8408,"2020-01-08",2.99
8502,"2020-01-08",2.99
8726,"2020-01-08",2.99
8766,"2020-01-08",2.99
8781,"2020-01-08",2.99
8924,"2020-01-08",2.99
8940,"2020-01-08",2.99
9206,"2020-01-08",2.99
9295,"2020-01-08",2.99
9467,"2020-01-08",2.99
9521,"2020-01-08",2.99
9642,"2020-01-08",2.99
1010,"2020-01-09",50
1039,"2020-01-09",50
1071,"2020-01-09",50
1253,"2020-01-09",50
1261,"2020-01-09",50
1265,"2020-01-09",50
1318,"2020-01-09",50
1334,"2020-01-09",50
1378,"2020-01-09",50
1468,"2020-01-09",50
1486,"2020-01-09",50
1605,"2020-01-09",50
1717,"2020-01-09",50
1767,"2020-01-09",50
1923,"2020-01-09",50
1936,"2020-01-09",50
1964,"2020-01-09",50
1987,"2020-01-09",50
2127,"2020-01-09",50
2423,"2020-01-09",50
2452,"2020-01-09",50
2489,"2020-01-09",50
2607,"2020-01-09",50
2627,"2020-01-09",50
2652,"2020-01-09",50
2747,"2020-01-09",50
2769,"2020-01-09",50
2805,"2020-01-09",50
3037,"2020-01-09",25
3047,"2020-01-09",25
3053,"2020-01-09",25
3511,"2020-01-09",25
3539,"2020-01-09",25
3641,"2020-01-09",25
3697,"2020-01-09",25
3805,"2020-01-09",25
3895,"2020-01-09",25
3986,"2020-01-09",25
4028,"2020-01-09",25
4072,"2020-01-09",25
4153,"2020-01-09",25
4177,"2020-01-09",25
4331,"2020-01-09",25
4355,"2020-01-09",25
4357,"2020-01-09",25
4430,"2020-01-09",25
4578,"2020-01-09",25
4753,"2020-01-09",25
4951,"2020-01-09",25
5084,"2020-01-09",25
5218,"2020-01-09",25
5385,"2020-01-09",25
5468,"2020-01-09",25
5517,"2020-01-09",25
5719,"2020-01-09",25
5897,"2020-01-09",10
6050,"2020-01-09",10
6066,"2020-01-09",10
6222,"2020-01-09",10
6276,"2020-01-09",10
6423,"2020-01-09",10
6684,"2020-01-09",10
6697,"2020-01-09",10
6869,"2020-01-09",10
6898,"2020-01-09",10
6944,"2020-01-09",10
7271,"2020-01-09",10
7472,"2020-01-09",10
7545,"2020-01-09",10
7566,"2020-01-09",10
7957,"2020-01-09",10
8068,"2020-01-09",10
8072,"2020-01-09",10
8158,"2020-01-09",10
8182,"2020-01-09",10
8241,"2020-01-09",10
8543,"2020-01-09",10
8555,"2020-01-09",10
8745,"2020-01-09",10
8761,"2020-01-09",10
9231,"2020-01-09",10
9260,"2020-01-09",10
9455,"2020-01-09",10
9471,"2020-01-09",10
9513,"2020-01-09",10
9578,"2020-01-09",10
9693,"2020-01-09",10
9804,"2020-01-09",2.99
9955,"2020-01-09",2.99
9982,"2020-01-09",2.99
9996,"2020-01-09",2.99
10208,"2020-01-09",2.99
10261,"2020-01-09",2.99
10266,"2020-01-09",2.99
10337,"2020-01-09",2.99
10432,"2020-01-09",2.99
10645,"2020-01-09",2.99
10736,"2020-01-09",2.99
10997,"2020-01-09",2.99
11023,"2020-01-09",2.99
11284,"2020-01-09",2.99
11352,"2020-01-09",2.99
11467,"2020-01-09",2.99
11670,"2020-01-09",2.99
11817,"2020-01-09",2.99
12159,"2020-01-09",2.99
12280,"2020-01-09",2.99
12285,"2020-01-09",2.99
12312,"2020-01-09",2.99
12334,"2020-01-09",2.99
12405,"2020-01-09",2.99
12575,"2020-01-09",2.99
12665,"2020-01-09",2.99
13187,"2020-01-09",2.99
13309,"2020-01-09",2.99
13403,"2020-01-09",2.99
13418,"2020-01-09",2.99
13471,"2020-01-09",2.99
13493,"2020-01-09",2.99
13579,"2020-01-09",2.99
13693,"2020-01-09",2.99
13731,"2020-01-09",2.99
13908,"2020-01-09",2.99
14257,"2020-01-09",2.99
14358,"2020-01-09",2.99
14371,"2020-01-09",2.99
14416,"2020-01-09",2.99
14491,"2020-01-09",2.99
14594,"2020-01-09",2.99
14597,"2020-01-09",2.99
14759,"2020-01-09",2.99
1040,"2020-01-10",100
1096,"2020-01-10",100
1131,"2020-01-10",100
1198,"2020-01-10",100
1278,"2020-01-10",100
1632,"2020-01-10",100
1634,"2020-01-10",100
1685,"2020-01-10",100
1706,"2020-01-10",100
1734,"2020-01-10",999
1763,"2020-01-10",100
1879,"2020-01-10",100
1907,"2020-01-10",100
2199,"2020-01-10",100
2238,"2020-01-10",100
2286,"2020-01-10",100
2516,"2020-01-10",100
2672,"2020-01-10",100
2751,"2020-01-10",100
2785,"2020-01-10",100
2788,"2020-01-10",100
2953,"2020-01-10",50
2969,"2020-01-10",50
3008,"2020-01-10",50
3064,"2020-01-10",50
3129,"2020-01-10",50
3218,"2020-01-10",25
3287,"2020-01-10",50
3466,"2020-01-10",50
3499,"2020-01-10",25
3667,"2020-01-10",25
3717,"2020-01-10",50
4033,"2020-01-10",50
4218,"2020-01-10",25
4462,"2020-01-10",50
4541,"2020-01-10",25
4576,"2020-01-10",25
4629,"2020-01-10",25
4638,"2020-01-10",25
4697,"2020-01-10",25
4798,"2020-01-10",25
4933,"2020-01-10",25
5183,"2020-01-10",25
5260,"2020-01-10",25
5271,"2020-01-10",25
5351,"2020-01-10",25
5551,"2020-01-10",25
5630,"2020-01-10",25
5631,"2020-01-10",25
5775,"2020-01-10",25
5879,"2020-01-10",25
5883,"2020-01-10",25
5941,"2020-01-10",25
5949,"2020-01-10",25
6147,"2020-01-10",25
6157,"2020-01-10",25
6162,"2020-01-10",25
6191,"2020-01-10",25
6213,"2020-01-10",25
6318,"2020-01-10",25
6443,"2020-01-10",25
6814,"2020-01-10",25
6820,"2020-01-10",25
6844,"2020-01-10",25
6980,"2020-01-10",25
7275,"2020-01-10",10
7361,"2020-01-10",10
7476,"2020-01-10",10
7498,"2020-01-10",10
7524,"2020-01-10",10
7535,"2020-01-10",10
7559,"2020-01-10",10
7804,"2020-01-10",10
7807,"2020-01-10",10
8328,"2020-01-10",10
8395,"2020-01-10",10
8433,"2020-01-10",10
8518,"2020-01-10",10
8570,"2020-01-10",10
8639,"2020-01-10",10
8647,"2020-01-10",10
8685,"2020-01-10",10
8714,"2020-01-10",10
8806,"2020-01-10",10
8977,"2020-01-10",10
9122,"2020-01-10",10
9123,"2020-01-10",10
9148,"2020-01-10",10
9230,"2020-01-10",10
9275,"2020-01-10",10
9430,"2020-01-10",10
9459,"2020-01-10",10
9621,"2020-01-10",10
9662,"2020-01-10",10
9706,"2020-01-10",10
9800,"2020-01-10",10
10088,"2020-01-10",10
10125,"2020-01-10",10
10206,"2020-01-10",10
10290,"2020-01-10",10
10301,"2020-01-10",10
10481,"2020-01-10",10
10510,"2020-01-10",10
10791,"2020-01-10",10
11086,"2020-01-10",10
11370,"2020-01-10",10
11411,"2020-01-10",10
11574,"2020-01-10",10
11599,"2020-01-10",10
11677,"2020-01-10",10
11686,"2020-01-10",10
11849,"2020-01-10",10
11854,"2020-01-10",10
11869,"2020-01-10",10
11944,"2020-01-10",10
11956,"2020-01-10",10
12053,"2020-01-10",10
12141,"2020-01-10",10
12234,"2020-01-10",10
12561,"2020-01-10",10
12819,"2020-01-10",10
13098,"2020-01-10",10
13135,"2020-01-10",10
13350,"2020-01-10",10
13456,"2020-01-10",10
13680,"2020-01-10",10
13730,"2020-01-10",10
13747,"2020-01-10",10
13800,"2020-01-10",10
13856,"2020-01-10",10
13938,"2020-01-10",10
13995,"2020-01-10",10
14269,"2020-01-10",10
14275,"2020-01-10",10
14381,"2020-01-10",10
14617,"2020-01-10",10
14793,"2020-01-10",2.99
14810,"2020-01-10",2.99
14902,"2020-01-10",2.99
14935,"2020-01-10",2.99
14985,"2020-01-10",2.99
14992,"2020-01-10",2.99
15133,"2020-01-10",2.99
15200,"2020-01-10",2.99
15278,"2020-01-10",2.99
15361,"2020-01-10",2.99
15406,"2020-01-10",2.99
15567,"2020-01-10",2.99
15658,"2020-01-10",2.99
15667,"2020-01-10",2.99
15743,"2020-01-10",2.99
15842,"2020-01-10",2.99
15964,"2020-01-10",2.99
16008,"2020-01-10",2.99
16142,"2020-01-10",2.99
16204,"2020-01-10",2.99
16211,"2020-01-10",2.99
16455,"2020-01-10",2.99
16513,"2020-01-10",2.99
16603,"2020-01-10",2.99
16606,"2020-01-10",2.99
16748,"2020-01-10",2.99
17021,"2020-01-10",2.99
17214,"2020-01-10",2.99
17501,"2020-01-10",2.99
17627,"2020-01-10",2.99
17680,"2020-01-10",2.99
17777,"2020-01-10",2.99
17844,"2020-01-10",2.99
18143,"2020-01-10",2.99
18174,"2020-01-10",2.99
18251,"2020-01-10",2.99
18321,"2020-01-10",2.99
18326,"2020-01-10",2.99
18574,"2020-01-10",2.99
18634,"2020-01-10",2.99
18684,"2020-01-10",2.99
18961,"2020-01-10",2.99
19007,"2020-01-10",2.99
19035,"2020-01-10",2.99
19079,"2020-01-10",2.99
19213,"2020-01-10",2.99
19236,"2020-01-10",2.99
19322,"2020-01-10",2.99
19654,"2020-01-10",2.99
19815,"2020-01-10",2.99
19880,"2020-01-10",2.99
19918,"2020-01-10",2.99
19970,"2020-01-10",2.99
20068,"2020-01-10",2.99
20114,"2020-01-10",2.99
20169,"2020-01-10",2.99
20401,"2020-01-10",2.99
20478,"2020-01-10",2.99
20666,"2020-01-10",2.99
20772,"2020-01-10",2.99
20893,"2020-01-10",2.99
20992,"2020-01-10",2.99
21095,"2020-01-10",2.99
21309,"2020-01-10",2.99
21424,"2020-01-10",2.99
21469,"2020-01-10",2.99
21677,"2020-01-10",2.99
21966,"2020-01-10",2.99
21977,"2020-01-10",2.99
22000,"2020-01-10",2.99
22027,"2020-01-10",2.99
22350,"2020-01-10",2.99
22412,"2020-01-10",2.99
22439,"2020-01-10",2.99
22535,"2020-01-10",2.99
22762,"2020-01-10",2.99
22891,"2020-01-10",2.99
22926,"2020-01-10",2.99
23118,"2020-01-10",2.99
23130,"2020-01-10",2.99
23265,"2020-01-10",2.99
23287,"2020-01-10",2.99
23336,"2020-01-10",2.99
2852,"2020-01-11",100
3272,"2020-01-11",50
3500,"2020-01-11",50
3507,"2020-01-11",50
3847,"2020-01-11",50
3918,"2020-01-11",50
3992,"2020-01-11",50
4035,"2020-01-11",50
4084,"2020-01-11",50
4137,"2020-01-11",50
4436,"2020-01-11",50
4529,"2020-01-11",50
4531,"2020-01-11",50
4641,"2020-01-11",50
4768,"2020-01-11",25
5044,"2020-01-11",50
5196,"2020-01-11",25
5335,"2020-01-11",25
5387,"2020-01-11",25
5431,"2020-01-11",50
5680,"2020-01-11",25
6026,"2020-01-11",25
6043,"2020-01-11",25
6284,"2020-01-11",25
6394,"2020-01-11",25
6414,"2020-01-11",25
6447,"2020-01-11",25
6477,"2020-01-11",25
6604,"2020-01-11",25
6794,"2020-01-11",25
6892,"2020-01-11",25
6963,"2020-01-11",25
6966,"2020-01-11",25
7144,"2020-01-11",25
7149,"2020-01-11",25
7152,"2020-01-11",25
7181,"2020-01-11",25
7205,"2020-01-11",25
7447,"2020-01-11",10
7448,"2020-01-11",10
7512,"2020-01-11",10
7513,"2020-01-11",10
7529,"2020-01-11",10
7631,"2020-01-11",10
7903,"2020-01-11",10
8142,"2020-01-11",10
8154,"2020-01-11",10
8222,"2020-01-11",10
8277,"2020-01-11",10
8387,"2020-01-11",10
8418,"2020-01-11",10
8436,"2020-01-11",10
8592,"2020-01-11",10
8671,"2020-01-11",10
8699,"2020-01-11",10
8852,"2020-01-11",10
9209,"2020-01-11",10
9350,"2020-01-11",10
9541,"2020-01-11",10
9646,"2020-01-11",10
9659,"2020-01-11",10
9715,"2020-01-11",10
9868,"2020-01-11",10
10517,"2020-01-11",10
10540,"2020-01-11",10
10595,"2020-01-11",10
10750,"2020-01-11",10
10758,"2020-01-11",10
10822,"2020-01-11",10
11009,"2020-01-11",10
11019,"2020-01-11",10
11053,"2020-01-11",10
11123,"2020-01-11",10
11207,"2020-01-11",10
11435,"2020-01-11",10
11525,"2020-01-11",10
11791,"2020-01-11",10
11996,"2020-01-11",10
12020,"2020-01-11",10
12216,"2020-01-11",10
12282,"2020-01-11",10
12324,"2020-01-11",10
12400,"2020-01-11",10
12514,"2020-01-11",10
12606,"2020-01-11",10
12949,"2020-01-11",10
12986,"2020-01-11",10
13172,"2020-01-11",10
13194,"2020-01-11",10
13213,"2020-01-11",10
13261,"2020-01-11",10
13358,"2020-01-11",10
13385,"2020-01-11",10
13459,"2020-01-11",10
13539,"2020-01-11",10
13559,"2020-01-11",10
13706,"2020-01-11",10
13717,"2020-01-11",10
13726,"2020-01-11",10
13733,"2020-01-11",10
13829,"2020-01-11",10
13872,"2020-01-11",10
13943,"2020-01-11",10
13957,"2020-01-11",10
14051,"2020-01-11",10
14129,"2020-01-11",10
14140,"2020-01-11",10
14239,"2020-01-11",10
14249,"2020-01-11",10
14319,"2020-01-11",10
14321,"2020-01-11",10
14333,"2020-01-11",10
14476,"2020-01-11",10
14570,"2020-01-11",10
14917,"2020-01-11",10
15172,"2020-01-11",10
15207,"2020-01-11",10
15280,"2020-01-11",10
15351,"2020-01-11",10
15376,"2020-01-11",10
15424,"2020-01-11",10
15853,"2020-01-11",10
15984,"2020-01-11",10
15999,"2020-01-11",10
16277,"2020-01-11",10
16291,"2020-01-11",10
16485,"2020-01-11",10
16646,"2020-01-11",10
16707,"2020-01-11",10
16776,"2020-01-11",10
16790,"2020-01-11",10
16807,"2020-01-11",10
16944,"2020-01-11",10
16970,"2020-01-11",10
17110,"2020-01-11",10
17116,"2020-01-11",10
17288,"2020-01-11",10
17574,"2020-01-11",10
17724,"2020-01-11",10
17798,"2020-01-11",10
17808,"2020-01-11",10
17994,"2020-01-11",10
18182,"2020-01-11",10
18234,"2020-01-11",10
18294,"2020-01-11",10
18807,"2020-01-11",10
18842,"2020-01-11",10
18898,"2020-01-11",10
18987,"2020-01-11",10
19307,"2020-01-11",10
19316,"2020-01-11",10
19332,"2020-01-11",10
19383,"2020-01-11",10
19393,"2020-01-11",10
19414,"2020-01-11",10
19438,"2020-01-11",10
19484,"2020-01-11",10
19857,"2020-01-11",10
19865,"2020-01-11",10
19887,"2020-01-11",10
19937,"2020-01-11",10
20160,"2020-01-11",10
20427,"2020-01-11",10
20482,"2020-01-11",10
20562,"2020-01-11",10
20714,"2020-01-11",10
20820,"2020-01-11",10
20879,"2020-01-11",10
20892,"2020-01-11",10
20932,"2020-01-11",10
21027,"2020-01-11",10
21102,"2020-01-11",10
21106,"2020-01-11",10
21371,"2020-01-11",10
21402,"2020-01-11",10
21425,"2020-01-11",10
21794,"2020-01-11",10
21932,"2020-01-11",10
22189,"2020-01-11",10
22383,"2020-01-11",10
22506,"2020-01-11",10
22847,"2020-01-11",10
22910,"2020-01-11",10
23092,"2020-01-11",10
23217,"2020-01-11",10
23327,"2020-01-11",10
23370,"2020-01-11",10
23410,"2020-01-11",10
23451,"2020-01-11",2.99
23546,"2020-01-11",2.99
23584,"2020-01-11",2.99
23614,"2020-01-11",2.99
3076,"2020-01-12",100
3180,"2020-01-12",100
3311,"2020-01-12",100
3363,"2020-01-12",100
3365,"2020-01-12",100
3414,"2020-01-12",100
3482,"2020-01-12",100
3652,"2020-01-12",100
3696,"2020-01-12",100
3806,"2020-01-12",100
3825,"2020-01-12",100
4017,"2020-01-12",100
4176,"2020-01-12",100
4248,"2020-01-12",100
4380,"2020-01-12",100
4473,"2020-01-12",100
4555,"2020-01-12",50
4603,"2020-01-12",50
4647,"2020-01-12",50
4775,"2020-01-12",50
4821,"2020-01-12",50
4839,"2020-01-12",50
4945,"2020-01-12",50
5127,"2020-01-12",50
5256,"2020-01-12",50
5296,"2020-01-12",50
5519,"2020-01-12",50
5589,"2020-01-12",50
5635,"2020-01-12",50
5684,"2020-01-12",50
5733,"2020-01-12",50
6003,"2020-01-12",25
6063,"2020-01-12",50
6152,"2020-01-12",50
6160,"2020-01-12",25
6179,"2020-01-12",50
6183,"2020-01-12",50
6299,"2020-01-12",50
6451,"2020-01-12",25
6540,"2020-01-12",50
6590,"2020-01-12",25
6649,"2020-01-12",25
6764,"2020-01-12",50
6765,"2020-01-12",25
6897,"2020-01-12",50
6928,"2020-01-12",25
6997,"2020-01-12",50
7107,"2020-01-12",50
7580,"2020-01-12",25
7641,"2020-01-12",25
7692,"2020-01-12",25
7749,"2020-01-12",25
8203,"2020-01-12",25
8255,"2020-01-12",10
8419,"2020-01-12",10
8467,"2020-01-12",10
8542,"2020-01-12",10
8770,"2020-01-12",10
8816,"2020-01-12",10
8872,"2020-01-12",10
8934,"2020-01-12",10
8961,"2020-01-12",10
8983,"2020-01-12",10
9050,"2020-01-12",10
9088,"2020-01-12",10
9222,"2020-01-12",10
9466,"2020-01-12",10
9482,"2020-01-12",10
9548,"2020-01-12",10
9583,"2020-01-12",10
9647,"2020-01-12",10
9783,"2020-01-12",10
10426,"2020-01-12",10
10452,"2020-01-12",10
10681,"2020-01-12",10
10774,"2020-01-12",10
10993,"2020-01-12",10
11050,"2020-01-12",10
11097,"2020-01-12",10
11169,"2020-01-12",10
11220,"2020-01-12",10
11229,"2020-01-12",10
11465,"2020-01-12",10
11517,"2020-01-12",10
11567,"2020-01-12",10
11684,"2020-01-12",10
11751,"2020-01-12",10
12016,"2020-01-12",10
12137,"2020-01-12",10
